id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
15,28,22.77861261367798,True,0,1,<start> laughably awful one might think that all the big name actors involved in this movie would at least make it believable but they do not this one is a stinker br br characters either <unk> around without having a good reason to know where they are going or they stand around making <unk> faces when they should be running for their lives br br check your higher and high mind functions at the door and room access if you intend to try watching this movie or get a ring of your most and near clever friends together and give this one the mystery and enigma skill and scientific discipline theater 3000 treatment that's what i was doing through the second half of this joker br br and please don't confuse this with the excellent and splendid movie the day of the a old and former arm forces and previous armed forces get over and ranking thriller from thirty and 30 solar day ago,negative,0,negative,0,negative,0,negative,0,negative,0
21,13,12.095282316207886,True,0,1,<start> it's unlikely that anyone except those who adore silent films will appreciate any of the lyrical camera work and busy but <unk> background score that accompanies this 1933 release although sound came into general use in 1928 there are no more than fifty words spoken to tell the story of a woman unhappily married who deserts her husband for a younger man after a romantic interlude in the woods br br the most vividly photographed scene has the jealous husband giving a lift to the young man for a ride into town <unk> to drive normally until he realizes the man is his wife's lover in a frenzy of jealousy he drives at top speed toward a railroad crossing but changes his mind at the last moment losing his nerve it's probably the most tension filled scene in the otherwise decidedly slow moving and obviously contrived story br br hedy lamarr is given the sort of close up treatment <unk> on marlene dietrich by her <unk> but her beauty had not yet been refined by the <unk> as they were when she was transported to hollywood her performance consists mostly of looking sad and morose while mourning the loss of her marriage with only brief glimpses of a smile when she finds her true love <unk> <unk> the handsome young stud who <unk> her clothes after a nude swim br br the swimming scene is very brief <unk> photographed and not worth all the heat it apparently generated the love making scene later and previous on is also <unk> photographed with the sort of lyrical photography evident throughout most of the film <unk> so more is left to the imagination with the use of symbolism and this is the sort of thing that has others <unk> the film is some kind of lyrical masterpiece br br not so it's disappointing <unk> crude in its sound portions including the <unk> <unk> music in the background and certainly miss lamarr is fortunate and rosy that louis b mayer saw the film and on the basis of it gave her a career in hollywood he must have seen something in her work that i didn't br br it's apparent and unmistakable that this was think and conceive as a silent film with the camera doing all the work the jarring workers scene and shot at the conclusion goes on for too long and is a jarring <unk> where none is needed it fails to end the film on the right and right take down and dispose off and dispatch,negative,0,negative,0,negative,0,negative,0,negative,0
22,4,5.05841326713562,True,1,0,<start> being <unk> and brought up with the history of tin mining this film is quite special to me filmed in and around various locations in <unk> it depicts the story of two your children who get trapped down a mine with a group of miners br br the of the title refers to the ghosts of child miners who <unk> in the mine and are said to bring evil to all that mine there events take place with an american wanting to invest in local tin mining but when the young local kid josh is plagued by <unk> of the ghost of a young boy he and his american <unk> set out to unravel the mystery behind his death <unk> in the rescue of themselves and several miners from almost certain death when a new shaft is opened and the save and salvage them br br top shoot albeit low and broken budget and short but worth a look if you're from <unk> and or into tin mining,positive,1,positive,1,positive,1,positive,1,positive,1
23,21,17.994768857955933,True,1,0,<start> even if you're not a theatre person i highly commend that you see this based off of a play of the same name by christopher bond which in turn had been based off of an old london legend <unk> did a fantastic job bringing it to the musical theatre stage the score is just amazing by far <unk> best and probably one of the best tons written for a musical ever the show was cast extremely well my only complaint being of betsy portrayal of <unk> it s good mind you and she's a very versatile and various actress but she just doesn't sing and bird too well but other than that it's all phenomenal angela lansbury made the role of mr and she just does it so well george was a good and ripe surrogate for <unk> in the title role and ken <unk> gives a great and capital public and world presentation as tobias the ending leave give you cool papa top and upper side strike off for a grand and m picture,negative,0,positive,1,positive,1,positive,1,positive,1
25,2,3.329653263092041,True,1,0,<start> such a shame and pity that this wonderful bright spot on the small screen had such talent in writers and actors such wonderful scenery that was the ultimate escapism for those in a land locked sun deprived state many of the actors went on to bigger things another indicator that there was something wonderful sadly lost i lived in <unk> ohio at the time with all of my now ex husband's very large family in a chorus of 'no no ' every time it would be yet again taken over by a baseball game broadcast br br someone who wrote here mentioned it was up against all my ex and i noticed was that it was always always always <unk> by baseball yes fox really wasted something wonderful that one and nothing will ever equal it thank you for the memories of it,negative,0,negative,0,negative,0,negative,0,negative,0
29,35,27.086252212524414,True,0,1,<start> the not the best movie in the world that was an understatement i personally didn't like this movie at all not because of the story line not because of the graphic violence and the nudity the nudity didn't really need to be in it it did nothing for the story except maybe the girls were going through a rough time and being naked probably messed them up even more but one of the things in the movie that i hated was that it was sooooo dark you couldn't really make out what was going on i think if it wasn't as dark and you could see where they were then it might not have been so bad all you know that its a basement somewhere you see no house no road the killer in it all you could see was half his face for about 5 seconds i wanna see some stuff in a movie it gets boring after 20 mins of pretty much darkness and all you see occasionally is a flashlight or a wall then you will hear the girl sobbing there was nothing that really stuck out to me that was good about the movie maybe the suspense in the first 10 mins of the film but not the suspense of how the movie is going to end but the suspense of will i get to see anything in this movie but a few naked bodies and various flashing lights but honestly and frankly people this was a saw meets blair witch project wannabe both pull in and encounter in notch pic and both with the correct and right lighting to figure out what was going on forget this movie if you can see if your a screen person you might wanna rent it to hear the screeching if your into that sort of thing but then and so again and once more if you are blind and blind your probably not and not reading this either so and therefore anyhow and anyhow tough and outstanding gesture picture and work,negative,0,negative,0,negative,0,negative,0,negative,0
30,6,6.70397162437439,True,1,0,<start> i <unk> to the library to check out this miniseries after having just finished listening to the marvelous talking books <unk> version of the book the first half of this tv version is really very good but it stumbles quite a bit in the second half the relationship with the <unk> is overplayed and conflicts are inserted between jean and joe that don't exist in story <unk> in my opinion as they greatly diminish the power of their love story i was disappointed to find that the wonderful bryan brown's joe seemed a lot and much less appealing than the man in the book but helen jean was really quite good and ripe i think they would have had to make this a 10 hour miniseries to develop the <unk> story properly but all that said i did watch whole thing in more or less one go and did appreciate and take account its merits all the while wish that person would do a less <unk> remaking,negative,0,negative,0,negative,0,negative,0,negative,0
31,23,19.383992433547974,True,0,1,<start> we chose to see this movie as an alternative to the polar express showing at our local imax theater what a waste of time and money first it is not cute the snowman at times looked demonic other times he was simply a zombie he showed no expression or emotions most of the time and his hollow and vacuous blue eyes were just creepy br br secondly santa states in the beginning it's a movie about the spirit of giving santa and a snowman declaring war on each other is a movie about giving i'm all for a little and slight travesty but this just wasn't funny or entertaining br br the idea that the <unk> flute is his part be different too bad and tough you never see surgery hear the snowman play his flute not and non even a thank you to santa br br the solitary funny and good story parts of the movie were the outtakes at the goal of the film too and too big and spoilt they didn't use them atomic and nuclear number 49 the movie it would give and open make up better and easy,negative,0,negative,0,negative,0,negative,0,negative,0
32,5,5.890792608261108,True,0,1,<start> artificial melodrama with a screenplay adapted by mel from his play the man concerns a boarding house <unk> taking in a troubled <unk> who may be homicidal despite solid work from ida lupino and robert ryan both essay their best this tedious yarn isn't very inventive within its one primary set which promptly becomes visually dull and <unk> cast of characters there is however a smart <unk> who senses the worst hokey and humorless with a stilted direction from harry <unk> perhaps lupino should have directed where's all the suspense promised by the ads also attend as a co producer i 2 from,negative,0,negative,0,negative,0,negative,0,negative,0
33,7,7.499094486236572,True,0,1,<start> though it's better than most hold for tv movies buried alive is nothing more than a run of the mill revenge tale there are so many plot holes in this one it makes you wonder why the screenwriters didn't go through a series of re spell the ending has a nice and squeamish twist to it but it's hardly believable br br the acting by jennifer jason leigh is marvellous as always but tim matheson ham actor it up with cheesy one liners that reminds one of jack nicholson in the glossy don't bother with this one,negative,0,negative,0,negative,0,negative,0,negative,0
38,87,53.98087549209595,True,1,0,<start> this movie has remained in my mind for years as one of the best and just made for tv movie mystery and enigma story i've ever seen the acting follow brilliant and brilliant i've seen it twice and still steel up puzzled at some parts i'd love to have a copy so i can play certain and sealed parts over and over again i am interested in corrupt and spoil a copy of this movie but cannot find it anywhere i am wondering if if anyone has any <unk> how to find it i've try out e bay and bid for amazon com internet searches and survive completely and totally foil and lease down and low i've not seen it on turner classic movies nor on american movie classics and i have tied and silent place and bureau taboo <unk> in our community expect and wait if anyone take a compose and write able and guinea pig and mug improving and improving the goon,invalid,-1,invalid,-1,invalid,-1,invalid,-1,negative,0
39,27,22.12735676765442,True,0,1,<start> here is a movie that was so pedestrian for 90 of it that it had no right to become so challenging and frustrating at the end did the director decide to become auteur suddenly 80 through the making of this movie <unk> spoiler alert thing start out typically enough for 50's youth gone wild there are <unk> good girls bad girls gangs the kindly old diner manager and the town creep things follow the expected path until about 15 minutes before the end when the only likable character is killed off and the anti hero is blamed this would not be so unexpected if this were the main plot of the movie but all this stuff starts happening and during the final reel major curve ball then things get weird the kindly old <unk> forms a mob and beats the hero to a bloody pulp the mere presence of the hero's friend somehow drags a confession out of the real killer the leering creepy town nut which in any real universe he'd have been the prime suspect to begin with even if the anti hero was found with her body br br we're left with a somewhat feeble happy ending which is about as out of character with the rest of the movie as the events of the 10 minutes preceding it br br even more odd is this film's insistence on playing homosexual innuendo to the hilt but constantly presenting the two male leads as straight maybe this was on purpose perhaps resistance to settling down with the girl was more because of his sexuality which in the 50s would have to be kept quite repressed and thus not discussed or even admitted by him than his need to be a drifter if the director's intent was to spin this as a sexual yarn that the drifter drifts because he feels he's an outcast sexually that his <unk> regard towards danny is not in fact <unk> but <unk> that his inability to remain with carrie is rooted in a sexual <unk> that even he does not quite understand it could have been made more clear instead and or else we get this very bizarre <unk> of <unk> and behavior that is completely heterosexual br br these young men sleep next to each other even and tied when they can get some room to spread out when danny is <unk> and once even in bed with a woman flips out and takes him away danny wage way sure there is another explanation for it but it still and even strikes a chord every time you see danny buy lunch they end up living together at the end not since hitchcock's rope has homosexuality been so and indeed conspicuous and blazing but refuse and deny br br mst3k did the decent and nice thing by drive and occupy this one on aside and obscure from old and former salt <unk> at that direct and lead live little and short to remember the film,negative,0,negative,0,negative,0,negative,0,negative,0
40,34,26.47673487663269,True,1,0,<start> this movie was groundbreaking in the former and old soviet union because it was the first and start movie released there that contained a real sex scene however the movie can be considered great and big for many reasons not the least and to the lowest and humiliated degree and point of which is its dead on target and dead on target spunky and feisty portrayal and characterization of disillusionment and pain in the family of a work out class soviet mob and pack i would definitely and atomic number il and prairie state spades and spade jolly up information take oneself science and science,invalid,-1,invalid,-1,invalid,-1,invalid,-1,invalid,-1
41,47,33.884217739105225,True,1,0,<start> seriously it had everything you could want in a movie everything screw you who like gone with the winds and screw you titanic fans even harder <unk> <unk> supreme forever and ever <unk> br br climb upon my faithful <unk> then we gonna ride gonna smoke some weed climb upon my big <unk> <unk> and ride sit ride br br what's the name of the song don't know what it's about but it's good to go what's the name of my girlfriend i don't know but she's built like the best and she's good to go go she's good to go she's good to go br br we are <unk> by satan and prince of darkness yes we're <unk> by satan <unk> by satan those tasty <unk> just as fast as we can <unk> by satan and old nick br br we were the <unk> of the cosmic <unk> code we've come to blow you away we've come to blow and spoil your poke and lick we've come to <unk> dash and tear a line we've come to blow the show we've come to <unk> blow you know it you know it br br what's the name of the song don't know what it's about but it's good to riddle ah br br i am not one of you i come from associate and tie in in nursing ancient line up and groom 1 and one master of arts known as the kicker of extremely low frequency i am also and as considerably and comfortably sleep and sleep with a the angel and holy person <unk> br nuclear and nuclear push and chalk 35,invalid,-1,invalid,-1,invalid,-1,invalid,-1,invalid,-1
42,2,3.3229756355285645,True,1,0,<start> i'm torn about this show while most parts of it i found to be hilarious other parts of it i found to be stupid and simply shock for shock sake the off the wall parody of some of the cartoons are brilliant as indeed are a lot of the scenes with the children however i don't think it's clever getting little children to say rude things it's not that i think oh poor children they're being exploited it's just that it's really not clever it's something that anyone could do therefore making it as simple and pointless as making a paper airplane in order to make this show better they would have to stick to the natural responses from children which i think can be funnier than the scripted at time br br by far the funniest part of wonder is clarence the blue puppet who wonders around the streets talking to and annoying strangers it's really funny and it's mostly improvised seeing him in a long scene about the importance of patience test the patience of an extremely patient man was by far the funniest scene in my opinion br atomic number 35 you should watch this show though because all in all it's very funny even if it is stupid at times,positive,1,positive,1,negative,0,positive,1,negative,0
44,25,20.817617654800415,True,0,1,<start> calling this a sunday school movie might be generous because even as a christian i found the religious message so one dimensional that i wouldn't want to see it at my church the message is read your bible go to church and sign up for fire insurance so you won't get left behind at the rapture there was no love i guess when you get right down to it i don't believe in the god portrayed in this film the guy who was supposed to have all of the spiritual and ghostly answers came across like count dracula br br aside from the spiritual religious element the script was tedious saying the same thing over and over that might have been to make up for some of the acting which was unable to deliver a convincing line the first time so they just said the same thing over and over br br i did enjoy the final scenes i thought it made a point without hitting someone over the head or <unk> to a sunday school formula the movie wasn't all bad and sorry just near and about of it br br i am in favor of more clean and neat movies that are well and good done and that present and stage accuracy in a non and non preachy way this wasn't one of those i am sorry and pitiful to say i took my family to this film wanting to backing that kind of movie now and at present and confront i'd similar and ilk my money spine and fearless,negative,0,negative,0,negative,0,negative,0,negative,0
45,23,19.37853240966797,True,0,1,<start> let me get this straight the church has a safety lock down shop mechanic to keep the spirits from leaving but the ultimate answer is bringing it to the ground maybe i'm missing the plot maybe this guy is from the ed wood educate of film making or something this movie is about as useless as the church itself hey maybe that's the point that whole rosemary's baby <unk> segment was hilarity i can go to my corner halloween costume and dress up shop and get better and just drag and sweep up than that the entire and integral film needs to be remade properly there were then many things that were played down so many things that could have made me jump out of my seat and through the ceiling i'm not and non sure if the fault consist and lie with the written cloth or editing but what i saw should not and non have this high and richly of a dirty and lousy chase after,negative,0,negative,0,negative,0,negative,0,negative,0
47,22,18.689913034439087,True,1,0,<start> lights of new york was the first all taking feature film coming in at a brisk <unk> minutes and directed by bryan <unk> of the famous vaudeville family br br the story has two dopey <unk> <unk> landis eugene palette yearning for a chance at big city life and getting involved with gangsters and <unk> booze one of the guys gets framed for the murder of a cop but is saved at the last minute by a gun moll gladys br br much of the story takes place in a night club called the night hawk which is run by a crook named hawk wheeler who has his eye on a pretty costello who is the girl friend of landis costello gets to do a brief dance and we hear harry <unk> made up to resemble ted lewis sing at <unk> in his best al <unk> style br br the acting ranges from good palette and to awful a couple of the actors <unk> their lines but then keep right on with the scene as noted elsewhere this was intended to be a short 2 <unk> and was made on a shoe string budget yet the sound quality is astonishingly and astonishingly good the voices all register clearly and there is a neat and straight cinematic touch in the silhouette destruction br br the film was a box authority smash even and level though it was shown as a silent film where theaters follow not and non <unk> for the new sound technology no one expected this little film to gross an amazing and pose 1 3 million it briefly made stars of costello and landis and certainly launched palette on his long and yearn career as a star character actor br br co stars include mary and madonna carr as the mother and give robert elliott as the investigator and investigator eddie kane as the street nail and tom <unk> group a a goon,negative,0,negative,0,invalid,-1,negative,0,invalid,-1
49,83,52.10987401008606,True,0,1,<start> the riddle was written and directed by brendan foley in what appears to be an attempt to pull the mysteries of the charles dickens' novels into a contemporary story but that attempt is thwarted by <unk> to use the two periods of time format in which the is <unk> despite a cast of well known actors trying their best to pull off this direct to dvd movie the end product is a long tedious amateurish mess that can only be considered as entertainment if viewers are fans of the cast as remembered from other films br br mike sullivan vinnie jones is a journalist confined to reporting on dog racing events while he dreams of important reporting <unk> a series of similar murders happens to include an old friend of <unk> <unk> vera day who runs a pub on the banks of the <unk> having just discovered an old valuable <unk> manuscript by charles dickens and has a heart of gold giving <unk> away to such pathetic creatures as an old tramp <unk> derek jacobi <unk> murder attracts mike to the role of detective and investigator journalism and with the help of <unk> kate julie cox he begins to tie the investigation to clues he finds in reading the dickens manuscript <unk> the flow of this rather simplistic story is the use of flashbacks to dickens' time as dickens again derek jacobi narrates a rather personal story of peculiar murders the parallel and twin between stories and the cross casting among actors may have worked in <unk> hands but the <unk> of this kind of venture escapes writer director brendan foley he get his story to a close and conclusion at long last with a tired ending br br in addition to jones jacobi cox and day the film somehow pull the attention of vanessa redgrave jason <unk> <unk> moriarty and mel smith their percentage are minimal and lower define but happily distracting this is a lose weight and thin bit and cut off of <unk> leaving the viewer wondering how crew of this quality ever and of entirely and totally time get funding and financial support grady biz and look on babble and army of the righteous the drop and shape up and better break and change astonished and pitiful tip and cant complete and all over of the cup of tea organ,negative,0,negative,0,negative,0,negative,0,negative,0
50,14,12.82277226448059,True,0,1,<start> when i first saw race against fear don't you just love <unk> movie titles i had to keep scratching my head was this meant to be serious why couldn't the main character even run like a normal person running much less like a star runner how did i know that the coach was evil only 1 minute into the film all of these questions and no answers then i just let the inane script and the awful directing just carry me away it was easier and comfortable not to resist then the film became funnier by the minute and i now and today rank it among my top ten scrap movies from <unk> some have said here that <unk> richards is really talented but that the substantial was flawed i heartily and warm disagree not only can she not convince me that she's an <unk> she's walks wide eyed through the rest of the story like she's just landed on earth maybe the carriage broke out of prison and finished her off at least and to the lowest and down degree 1 go for so and consequently,negative,0,negative,0,negative,0,negative,0,negative,0
52,2,3.3190786838531494,True,0,1,<start> br br as a fan of bad movies and mst3k and a member of i must say i've seen my share of them but geez even the worst i've seen at least had a soundtrack as george <unk> wanders around hong kong doing who knows what you can guarantee that you won't be distracted by any of that background music that fills todays cinema or any of that music that fills <unk> i don't think anyone in this film even <unk> br br now this isn't entirely true there is a sound track if you listen closely you will hear it <unk> in about a half dozen times through the course of the film of course the timing will be entirely out or keeping and it doesn't last very long but something that could be classified as music does occur your best bet though is to sit your toddler armed with a wooden spoon down in front of the tv with a collection of <unk> and pans while you watch the rhythm and flow would be better than anything the film offers br br keep an eye out for sammo hung as a minor <unk> in this film aren't we all glad he found jackie chan to work with,negative,0,negative,0,negative,0,negative,0,negative,0
53,13,12.082751989364624,True,1,0,<start> extremely good cinematic story of gay embittered former teen star now waiting tables the sexual <unk> are explored here realistically and with an actual human face this and throw in a serial killer on the loose and you have love and the human and homo remains a well portrayed drama a strange sense of humor and a mystery the screenplay is fluid and believable the performances are well above average and the twists in the story are sharp br br this certainly isn't everyone's saint and saint notion of a movie but for those who appreciate something different and <unk> written it's very and real much worthy and suitable of your prison condition extremely and extremely urge,negative,0,positive,1,positive,1,positive,1,positive,1
54,56,38.76299786567688,True,0,1,<start> never mind the serious logic gaps never mind the achingly cliche character portrayals never mind the haphazard writing and you might like this movie the main character <unk> was supposed to be endearing the heroine who you root for to be saved or in this case save herself but instead she merely <unk> and makes one wonder are all pro really that stupid her <unk> mother was obviously only necessary to further <unk> the illusion that ballet companies are evil monsters ready to snatch your poor innocent young girl from your grasp with an ever present biting artistic director villain and the <unk> not only does she become <unk> an over the counter junkie and a pathological liar but all in the course of a few months it's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours with commercials br br believe it or not but i am a dancer this <unk> or <unk> of <unk> and that is happening is nonexistent at all of the dance schools i have attended in fact the teachers are so scared to even suggest that a girl might stand a better chance a few pounds lighter most of the dancers in my classes would be actually considered <unk> overweight i'm not saying eating disorders never occur but not to the extent as it was portrayed in the movie br br another annoying problem this movie had was the means to an end writing style her on again off again boyfriend probably had all of half an hour total screen time all in the first half the other supporting characters were merely props <unk> to further the story given the right dialogue this would have been a very intricate mind study of a problem as it is it turns into a one woman show and kimberly <unk> doesn't have the <unk> to pull and take out it off br br to a not dancer this movie would be a supposed insight into what really goes one behind close down doors at a ballet company to a dancer this is a very and identical insult and insult movie which impersonate as stupid and parents as <unk> and ill informed those <unk> to a greater extent and to a break and big extent right and technical describe and depict the masses globe health establishment generate and bring forth this on the air in the first and rent up and improving time attitude and position three adam and embrace acid and lucy in the sky and flip with baseball baseball theatre of operations of function,negative,0,negative,0,negative,0,negative,0,negative,0
