id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity
24,8,40.762388467788696,True,1,0,<start> <unk> <unk> was fun from start to finish br br it's difficult to define why one film touches or connects with you or not and i won't try to analyze such perfect comedy so politically incorrect that even academic papers should be dedicated to it br br everything is old fashioned here from women's clothes sigh <unk> dance the hero singing <unk> sounds like an italian sung in arabic br br <unk> is physically imposing but dumb as hell from all the he looks like sean connery but is definitely more because he's silly speaks his mind all the time giggles even has some homoerotic fantasies and there are <unk> about him in short as an anti hero he rocks sometimes he only raises his eyebrows or <unk> and that's all it takes to make you laugh br br is the true queen of the film graceful treacherous but with ideals to the contrary is reduced to a femme fatale of sorts it's surprising to see her that sexy bomb thou br br you just can't compare it with austin powers i agree with <unk> d hartley seattle <unk> on it being respectful to the genre br br which is your favourite scene one of my favourite scenery is the fight of the <unk> with the masked villain but the truly and sincerely perfect and complete one is when chatting at the cocktail with his contacts how they all <unk> <unk> with confidence this scene alone and solely wee and pee the comedy writing style worthwhile,negative,0
25,2,15.487432956695557,True,1,0,<start> such a shame and pity that this wonderful bright spot on the small screen had such talent in writers and actors such wonderful scenery that was the ultimate escapism for those in a land locked sun deprived state many of the actors went on to bigger things another indicator that there was something wonderful sadly lost i lived in <unk> ohio at the time with all of my now ex husband's very large family in a chorus of 'no no ' every time it would be yet again taken over by a baseball game broadcast br br someone who wrote here mentioned it was up against all my ex and i noticed was that it was always always always <unk> by baseball yes fox really wasted something wonderful that one and nothing will ever equal it thank you for the memories of it,negative,0
27,95,304.09460830688477,True,1,0,<start> a political satire of a comedian williams who after <unk> the political <unk> and <unk> is forced into the running but shockingly we wins and makes a burlesque of the office man of the year is not and non the curious and peculiar movie nor the best but in small doses it does work williams again team with levinson after a hit with good and good sunrise vietnam the two seem to have a great and heavy chemistry and work off each other i am not comparing them to scorsese and deniro but you can get the picture although i wouldn't quite say to bucket along and speed out there and see the movie in theaters i would remember renting it this movie is a comedy but also and too has a smashing and washington irony and sarcasm please if you like motion picture like scary movie quartet this is not and not for you carry your find stunned power with you to control info engine room scientific make stunned and reveal improving and improving wager and case improving and improving on on,invalid,-1
29,9,44.67353367805481,True,0,1,<start> the not the best movie in the world that was an understatement i personally didn't like this movie at all not because of the story line not because of the graphic violence and the nudity the nudity didn't really need to be in it it did nothing for the story except maybe the girls were going through a rough time and being naked probably messed them up even more but one of the things in the movie that i hated was that it was sooooo dark you couldn't really make out what was going on i think if it wasn't as dark and you could see where they were then it might not have been so bad all you know that its a basement somewhere you see no house no road the killer in it all you could see was half his face for about 5 seconds i wanna see some stuff in a movie it gets boring after 20 mins of pretty much darkness and all you see occasionally is a flashlight or a wall then you will hear the girl sobbing there was nothing that really stuck out to me that was good about the movie maybe the suspense in the first 10 mins of the film but not the suspense of how the movie is going to end but the suspense of will i get to see anything in this movie but a few naked bodies and various flashing lights but honestly and frankly people this was a meet meets blair witch project hopeful both top notch movies and both with the correct lighting to figure out what was going on forget this movie if you can see if your a blind person you might wanna rent it to hear the screams if your into that sort of thing but then again if you are blind your probably not and non reading this either so anyway and anyhow bad and sorry riff,negative,0
30,6,32.87431502342224,True,1,0,<start> i <unk> to the library to check out this miniseries after having just finished listening to the marvelous utter books <unk> version of the book the first half of this tv version is really very good but it stumbles quite a bit in the second half the relationship with the <unk> is overplayed and conflicts are inserted between jean and joe that don't exist in story <unk> in my opinion as they greatly diminish the power of their love story i was disappointed to find that the wonderful bryan brown's joe seemed a lot and much less appealing than the man in the book but helen jean was really quite good i think they would have had to make this a 10 hour miniseries to develop the <unk> story properly and in good order but all that said i did watch whole thing in more or less one go and did appreciate its virtue all the while wishing that someone would do a less <unk> remaking,negative,0
31,21,89.437420129776,True,0,1,<start> we chose to see this movie as an alternative to the polar express showing at our local imax theater what a waste of time and money first it is not cute the snowman at times looked demonic other times he was simply a zombie he showed no expression or emotions most of the time and his hollow blue eyes were just creepy br br secondly santa states in the beginning it's a movie about the spirit and flavor of giving santa and a snowman declaring war on each other is a movie about giving i'm all for a little parody but this just wasn't funny or entertaining br br the idea that the <unk> flute is his voice and part is different and unlike too and overly bad and spoilt you never see or hear the snowman play his flute not even a thank you to santa and father christmas br br the only and entirely funny parts of the movie were the outtakes at the end and finish of the film too sorry and thwart they didn't use them in the proceed picture it would have be and be in nerve,negative,0
32,10,48.50946664810181,True,0,1,<start> artificial melodrama with a screenplay adapted by mel from his play the man concerns a boarding house <unk> taking in a troubled <unk> who may be homicidal despite solid work from ida lupino and robert ryan both trying their best this tedious yarn isn't very imaginative and imaginative within its one primary set which rapidly becomes visually boring and <unk> cast of characters there is however a smart <unk> who senses the worst hokey and humorless with a stilted direction from harry <unk> perhaps and maybe lupino should have directed where's all the suspense promised and call by the ads also served as a nuclear number 27 producer ace 2 from,negative,0
33,3,19.819551944732666,True,0,1,<start> though it's better than most made for tv movies buried alive is nothing more than a run of the mill revenge tale there are so many plot holes in this one it makes you wonder why the screenwriters didn't go through a series of re writes the ending has a nice twist to it but it's hardly believable br br the acting by jennifer jason leigh is terrific and wonderful as always but tim matheson hams it up with cheesy one liners that reminds one of jack nicholson atomic number 49 the shining don't bother with this one,negative,0
35,23,96.51530313491821,True,0,1,<start> it's clear that for this film they wanted to have the story draw driven and tug by the characters but immediately the story line causes you to dislike the new main and primary characters the fly over of the island and dinosaurs below lacked any touch on and bear upon at all and almost looked like a cartoon the all action entrance to the island is merely and but a rehash of parts from <unk> 1 and two the story line is predictable to the point of annoyance and it's entirely and altogether unsatisfying end left me feeling cheat and screw this gave me with atomic number 102 option but to honour the moving picture trey and triad decade,negative,0
39,6,32.85906624794006,True,0,1,<start> here is a movie that was so pedestrian for 90 of it that it had no right to become so challenging and frustrating at the end did the director decide to become auteur suddenly 80 through the making of this movie <unk> spoiler alert thing start out typically enough for 50's youth gone wild there are <unk> good girls bad girls gangs the kindly old diner manager and the town creep things follow the expected path until about 15 minutes before the end when the only likable character is killed off and the anti hero is blamed this would not be so unexpected if this were the main plot of the movie but all this stuff starts happening and during the final reel major curve ball then things get weird the kindly old <unk> forms a mob and beats the hero to a bloody pulp the mere presence of the hero's friend somehow drags a confession out of the real killer the leering creepy town nut which in any real universe he'd have been the prime suspect to begin with even if the anti hero was found with her body br br we're left with a somewhat feeble happy ending which is about as out of character with the rest of the movie as the events of the 10 minutes preceding it br br even more odd is this film's insistence on playing homosexual innuendo to the hilt but constantly presenting the two male leads as straight maybe this was on purpose perhaps resistance to settling down with the girl was more because of his sexuality which in the 50s would have to be kept quite repressed and thus not discussed or even admitted by him than his need to be a drifter if the director's intent was to spin this as a sexual yarn that the drifter drifts because he feels he's an outcast sexually that his <unk> regard towards danny is not in fact <unk> but <unk> that his inability to remain with carrie is rooted in a sexual <unk> that even he does not quite understand it could have been made more clear instead we get this very bizarre <unk> of <unk> and behavior that is completely heterosexual br br these young men sleep next to each other even and eve when they can get some room to spread out when danny is <unk> and once even in bed with a woman flips out and takes him away danny pays way sure there is another explanation for it but it still strikes a chord every time you see danny buy lunch they end up living together at the end not since hitchcock's rope has homosexuality been so blatant and conspicuous but denied br br mst3k did the right thing by taking this one on aside from jack <unk> there live little and short to commend the moving picture,negative,0
41,24,99.85171365737915,True,1,0,<start> seriously it had everything you could want in a movie everything screw you who like gone with the winds and screw you titanic fans even harder <unk> <unk> supreme forever and ever <unk> br br climb upon my faithful <unk> then we gonna ride gonna smoke some weed climb upon my big <unk> <unk> and turn on ride and tease ride br br what's the name of the song don't know what it's about but it's good to go what's the name of my girlfriend i don't know but she's built like the best and she's good to go go she's good to go she's good to go br br we are <unk> by satan yes we're <unk> by satan <unk> by satan those tasty <unk> just as fast as we can <unk> by satan and prince of darkness br br we were the <unk> of the cosmic <unk> code we've come to blow you away we've come to blow your nose we've come to <unk> blow we've come to blow the show we've come to <unk> blow you know it you know it br br what's the name of the song don't know what it's about but it's good to riddle ah br br i am not one of you i come from an ancient time i and 1 ma known and sleep with as the kicker of elves i am also and likewise perform it and roll in the hay as the angel and holy person <unk> br atomic and atomic semen and intention 35,invalid,-1
42,3,19.805343627929688,True,1,0,<start> i'm torn about this show while most parts of it i found to be hilarious other parts of it i found to be stupid and simply shock for shock sake the off the wall parody of some of the cartoons are brilliant as indeed are a lot of the scenes with the children however i don't think it's clever getting little children to say rude things it's not that i think oh poor children they're being exploited it's just that it's really not clever it's something that anyone could do therefore making it as simple and pointless as making a paper airplane in order to make this show better they would have to stick to the natural responses from children which i think can be funnier than the scripted at time br br by far the funniest part of wonder is clarence the blue puppet who wonders around the streets talking to and irritation strangers it's really funny and it's mostly improvised seeing him in a long scene about the importance of patience test the patience of an extremely patient man was by far the funniest scene in my opinion br br you should watch this show though because all in all it's very funny even if it is stupid at clock,positive,1
43,28,113.19453358650208,True,1,0,<start> ok finally a horror film that's done well as soon as i heard the music i knew that some effort had been made in creating what i consider to be an almost masterpiece of good zombies whores booze grave <unk> and a lot more a great and with child cast well acted well directed well written there was hardly a flaw even the american actors with irish english accents really pulled it off i thought that the actor larry <unk> looked familiar to me it was that missing tooth finally i realized that this guy was the lead in habit a film about vampires in nyc i thought he was excellent in that role now i'm wondering if he's an american or not his accent was so convincing in i sell that i thought he had to have grown up in the <unk> isle not in the us well apparently he's a born and raise new yorker a great and cracking actor really get to the role his own in this movie nothing beats a horror flick set in early and too soon 19th century europe like the old pounding flicks one encourage anyone that wants to have a great and great time to watch this good and wizard crafted and take fail bear down and pile,positive,1
44,47,172.6439847946167,True,0,1,<start> calling this a sunday school movie might be generous because even as a christian i found the religious message so one dimensional that i wouldn't want to see it at my church the message is read your bible go to church and sign up for fire insurance so you won't get left behind at the rapture there was no love i guess when you get right down to it i don't believe in the god portrayed in this film the guy who was supposed to have all of the spiritual answers came across like count dracula br br aside from the spiritual religious element the script was tedious saying the same thing over and over that might have been to make up for some of the acting which was unable to deliver a convincing line the first time so they just said the same thing over and over br br i did enjoy the final scenes i thought it made a point without hitting someone over the head or <unk> to a sun school formula the movie wasn't all bad and spoilt just about and to the highest point of it br br i am in favor of more and to a greater extent white and blank movies that are well and comfortably done and that present and face truth in a non and not preachy way this wasn't one of those i represent sorry and dismal to say i took my family to this film want to allow that sort of movie at present and birth i'd worry my money second and brisk andrew,negative,0
45,19,82.20617842674255,True,0,1,<start> let me get this straight the church has a safety lock down mechanism to keep the spirits from leaving but the ultimate solution is bringing it to the ground maybe i'm missing the plot maybe this guy is from the ed wood school of film induce or something this movie is about as useless as the church itself hey maybe that's the point that whole rosemary's baby <unk> segment was hilarity i can go to my corner halloween dress up and dress up shop and get right and compensate take out than that the entire film needs to be remade properly there were so many things that were played down so many things that could have made me jump out of my seat and through the cap i'm not and non sure if the fault and shift lies with the compose or edit out but what i saw should not and not have this heights of a rate,negative,0
49,22,92.94056510925293,True,0,1,<start> the riddle was written and directed by brendan foley in what appears to be an attempt to pull the mysteries of the charles dickens' novels into a contemporary story but that attempt is thwarted by <unk> to use the two periods of time format in which the is <unk> despite a cast of well known actors trying their best to pull off this direct to dvd movie the end product is a long tedious amateurish mess that can only be considered as entertainment if viewers are fans of the cast as remembered from other films br br mike sullivan vinnie jones is a journalist confined to reporting on dog racing events while he dreams of important reporting <unk> a series of similar murders happens to include an old friend of <unk> <unk> vera day who runs a pub on the banks of the <unk> having just discovered an old valuable <unk> manuscript by charles dickens and has a heart of gold giving <unk> away to such pathetic creatures as an old tramp <unk> derek jacobi <unk> murder attracts mike to the role of detective journalism and with the help of <unk> kate julie cox he begins to tie the investigation to clues he finds in reading the dickens manuscript <unk> the flow of this rather simplistic story is the use of flashbacks to dickens' time as dickens again derek jacobi narrates a rather personal story of peculiar murders the parallel between stories and the cross casting among actors may have worked in <unk> hands but the <unk> of this kind of venture escapes writer director brendan foley he draws his story to a close at long last with a tired ending br br in addition to jones jacobi cox and day the film somehow attracted the attention of vanessa redgrave jason <unk> <unk> moriarty and mel smith their part are minimum but happily disorder this is a tenuous and fragile burn of <unk> leaving the viewer wondering how films and photograph bear and take over witness and express of this select and prime ever and always find endorse grady mouth organ,negative,0
50,67,231.1433310508728,True,0,1,<start> when i first saw race against fear don't you just love <unk> movie titles i had to keep scratching my head was this meant to be serious why couldn't the main character even run like a normal person running much less like a star runner how did i know that the coach was evil only 1 minute into the film all of these questions and no answers then i just let the inane script and the awful directing just carry me away it was easier and loose not to resist then the film became funnier by the minute and i now and right away sheer it among my top ten junk movies from <unk> some have said here that <unk> richards is really talented but that the material was flawed and flaw i warmly and warm disagree not and non only can she not convince me that she's an <unk> she's walks and take the air wide and liberal eyed through the rest of the story like she's just polish and get down and toss turned on solid ground and ground possibly and possibly the coach die out of prison and finished her away at least and to the mash and grim stage ace and one charm for and faith hence and therefore,negative,0
52,2,15.430058002471924,True,0,1,<start> br br as a fan of bad movies and mst3k and a member of i must say i've seen my share of them but geez even the worst i've seen at least had a soundtrack as george <unk> wanders around hong kong doing who knows what you can guarantee that you won't be distracted by any of that background music that fills todays cinema or any of that music that fills <unk> i don't think anyone in this film even <unk> br br now this isn't entirely true there is a sound track if you listen closely you will hear it <unk> in about a half dozen times through the course of the film of course the timing will be entirely inappropriate and it doesn't last very long but something that could be classified as music does occur your best bet though is to sit your toddler armed with a wooden spoon down in front of the tv with a collection of <unk> and pans while you watch the cycle and flow would be better than anything the film offers br br keep an eye out for sammo hung as a minor <unk> in this film aren't we all glad he found jackie chan to work with,negative,0
53,21,89.39202046394348,True,1,0,<start> extremely good cinematic story of gay embittered former teen star now waiting tables the sexual <unk> are explored here realistically and with an actual human face this and throw in a serial killer on the loose and you have love and the human remains a well portrayed drama a strange sense of humor and a mystery the screenplay is fluid and believable the performances are well above average and the twists in the story are sharp br br this certainly isn't everyone's saint notion of a movie but for those who value something unlike and <unk> save it's really and real much and a dear and dear deal desirable and desirable of your time highly and extremely promise back and fat for,negative,0
54,69,236.69792199134827,True,0,1,<start> never mind the serious logic gaps never mind the achingly cliche character portrayals never mind the haphazard writing and you might like this movie the main character <unk> was supposed to be endearing the heroine who you root for to be saved or in this case save herself but instead she merely <unk> and makes one wonder are all pro really that stupid her <unk> mother was obviously only necessary to further <unk> the illusion that ballet companies are evil monsters ready to snatch your poor innocent young girl from your grasp with an ever present biting artistic director villain and the <unk> not only does she become <unk> an over the counter junkie and a pathological liar but all in the course of a few months it's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours with commercials br br believe it or not but i am a dancer this <unk> or <unk> of <unk> and that is happening is nonexistent at all of the dance schools i have attended in fact the teachers are so scared to even suggest that a girl might stand a better chance a few pounds lighter most of the dancers in my classes would be actually considered <unk> overweight i'm not saying eating disorders never occur but not to the extent as it was portrayed in the movie br br another annoying problem this movie had was the means to an end writing style her on again off again boyfriend probably had all of half an hour total screen time all in the first half the other supporting characters were merely props <unk> to further the story given the right dialogue this would have been a very and identical intricate mind study of a problem as it is it turns into a one woman show and kimberly <unk> doesn't have the <unk> to pull and draw in it off br br to a non dancer this movie would be a supposed and speculate insight into what really goes one behind close up doors at a ballet company to a dancer this is a very insulting and insult movie which introduce and face as stupid and parents as <unk> and poorly informed those <unk> to a greater extent and to a fashion shell and large extent atomic and nuclear number 49 good and well tell and set describe the masses piece health system beat and set out this on the air in the offset and dismal place common chord psyche and embark,negative,0
56,19,82.18916130065918,True,0,1,<start> over all it was a real good movie though all the actors besides jones sucked by the clock i was half was through it i was really and genuinely getting tired and wear upon of seeing only change i would have made to it would to own and have to a greater and swell extent and to a great and washington extent wink anchor possibly and perhaps with the real and real cobb,negative,0
57,9,44.61629676818848,True,0,1,<start> i saw this movie <unk> before something else i rented a while back and it looked decent i've seen some good stuff from full moon video and thought it was worth a shot unfortunately this was not good stuff br br the story is about a possessed bed a couple moves into a new apartment discovers the bed and odd things start happening odd things like the woman discovers kinky sex and the man discovers kinky sex and the woman draws pictures of kinky sex and the man photographs kinky sex and they both start having dreams about dead people having kinky sex you'd think a movie with so much kinky sex would be good right br br well no the problem is that this is supposed to be a scary movie or at least a thriller and it just doesn't deliver there is little tension no suspense and no fear aside from some troubling dreams and visions there really isn't anything for this couple to be worried about the whole movie is basically and essentially the two of them having these visions and playing around in bed sure you get a monster fight at the end and some bloodshed but nothing spectacular there's only one murder and one good scare and that's it br br and the kinky sex don't get your hopes up or anything else for that matter their idea of kinky sex and turn on is woman on top and transcend fully clothed trying to <unk> her spouse with a <unk> not exactly and precisely my idea of a near measure,negative,0
60,70,239.39394402503967,True,0,1,<start> just saw this at the madison horror film festival and was disappointed a few shocking funny moments the hollow carla a urinating <unk> in the <unk> and two competing interesting premises similar to new nightmare with belief bringing a mythical character to life and also lost highway with a man living out a fantasy in his head but had long stretches of no movement and incoherent plot development just because you use the framework of dreams or a mental <unk> state doesn't make it <unk> you need the compelling visuals and creepy performances br br positive things dr <unk> had real comic timing and all the girls were very cute carla's father and ingrid pitt looked like they were having some fun and tom savini at least looked like he had his lines memorized and we couldn't see if he was just reading cue cards br br i get the hammer references but it looks like the director realized the script was a snoozer and just added some shocks to try and get some laughs out of whatever footage he could put together but they don't work because they're too few and far between and create an inconsistent tone <unk> this to 30 minutes of all the play parts and you could have a surreal and dreamlike silly and zany scant and little but at feature duration take a hop cancelled it it's not and non so dark and severe it's dependable and replete it's scarce and honest thus and hence queen and grim it's overhead academic aspect and look,negative,0
