id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity
40,11,10409.082051753998,True,1,0,<start> this movie was groundbreaking in the former and previous soviet union because it was the first movie released there that contained a real sex scene however the flick can be considered great for many reasons not and non the least and to the lowest and modest point of which is its true spirited portrayal of disillusionment and bother in the family of a working class soviet family 1 would definitely urge it,positive,1
42,3,2896.449374437332,True,1,0,<start> i'm torn about this show while most parts of it i found to be hilarious other parts of it i found to be stupid and simply shock for shock sake the off the wall parody of some of the cartoons are brilliant as indeed are a lot of the scenes with the children however i don't think it's clever getting little children to say rude things it's not that i think oh poor children they're being exploited it's just that it's really not clever it's something that anyone could do therefore making it as simple and pointless as making a paper airplane in order to make this show better they would have to stick to the natural responses from children which i think can be funnier than the scripted at time br br by far the funniest part of wonder is clarence the blue puppet who wonders around the streets talking to and annoying strangers it's really funny and it's mostly improvised seeing him in a long scene about the importance of patience examination the patience of an extremely patient man was by far and former armed forces the funniest scene in my opinion br br you should watch this show though because all in all it's very funny even if it is stupid at times,positive,1
43,6,5728.562181472778,True,1,0,<start> ok finally a horror film that's done well as soon as i heard the music i knew that some effort had been made in creating what i consider to be an almost masterpiece of good zombies whores booze grave <unk> and a lot more a great cast well acted well directed well written there was hardly a fault even the american actors with irish english accents really pulled it off i thought that the actor larry <unk> looked familiar to me it was that missing tooth finally i realized that this guy was the lead in habit a film about vampires in nyc i thought he was splendid in that role now i'm wondering if he's an american or not his accent was so convincing in i sell that i thought he had to have grown up in the <unk> isle not and non in the us well apparently he's a born and raised new yorker a great actor really made the role his own in this movie nothing beats a horror flick set in early 19th century europe like the old hammer film i encourage anyone that wants to have a great time to watch this well craft movie,positive,1
47,39,34485.88660407066,True,1,0,<start> lights of new york was the first all taking feature film coming in at a fresh <unk> minutes and directed by bryan <unk> of the famous vaudeville family br br the story has two dopey <unk> <unk> landis eugene palette yearning for a chance at big city life and getting involved with gangsters and <unk> booze one of the guys gets cast for the murder of a cop but is saved at the last minute by a heavy weapon and hit man moll gladys br br much of the story takes place in a night club called the night hawk which is run by a criminal named hawk wheeler who has his eye on a pretty costello who is the girl friend of landis costello gets to do a brief dance and we try harry <unk> made up to resemble ted lewis sing at <unk> in his serious al <unk> trend br br the acting range of mountains from good palette and to fearful a fellow of the actors <unk> their lines but then keep right on with the scene as noted elsewhere this was intended to be a short 2 <unk> and was made on a shoe draw budget yet the sound quality is surprisingly right the voices all record clearly and there equal a tasteful cinematic touch in the silhouette death br br the film was a box post hit even though it was shown as a silent film where theaters were not and non <unk> for the new sound technology no one expected this little film to gross and stark an awful 1 trinity million it briefly made stars of costello and landis and certainly set in motion palette on his long career as a star character actor br br co stars include mary carr as the mother robert elliott equally the detective eddie kane group a the street cop and joker cock <unk> every bit a thug,negative,0
50,27,24487.97779393196,True,0,1,<start> when i first saw ruin on against fear don't you just love <unk> movie titles i had to keep scratching my head was this meant to be serious why couldn't the main character even run like a normal person running much less like a star runner how did i know that the coach was evil only 1 minute into the film all of these questions and no answers then i just let the mindless script and the awful directing just carry me by it was light not to reject then the film became curious by the minute and i now rate it among my top ten junk movies from <unk> some have said here that <unk> richards is really talented just that the material was break i warmly differ not only can she not convince me that she's an <unk> she's walk wide eyed through the rest of the story like she's just landed on globe maybe the manager broke stunned of prison and finished her off at least integrity hope then,negative,0
52,2,1951.9539487361908,True,0,1,<start> br br as a fan of bad movies and mst3k and a member of i must say i've seen my share of them but geez even the worst i've seen at least had a soundtrack as george <unk> wanders around hong kong doing who knows what you can guarantee that you won't be distracted by any of that background music that fills todays cinema or any of that music that fills <unk> i don't think anyone in this film regular <unk> br br now this isn't entirely true there is a sound track if you listen closely you will hear it <unk> in about a half dozen times through the course of the film of course the timing will be entirely inappropriate and it doesn't last very long but something that could be classified as music does occur your best bet though is to sit your toddler armed with a wooden spoon down in front of the tv with a collection of <unk> and pans while you watch the rhythm and flow would be better than anything the film offers br br keep an eye out for sammo hung as a minor <unk> in this film aren't we all glad he found jackie chan to work with,negative,0
53,13,12223.399573802948,True,1,0,<start> extremely good cinematic story of gay and brave embittered former teen star now waiting tables the sexual <unk> are search here realistically and with an actual human present this and throw in a serial killer on the loose and you have love and the human remains a well portrayed and depict drama a strange sense of humor and a secret the screenplay is unstable and believable the performances are well above average and the twists in the story are sharp br br this certainly isn't everyone's saint notion of a movie only and merely for those who value something different and <unk> written it's very much worthy of your time extremely commend,positive,1
54,79,66204.6200208664,True,0,1,<start> never mind the serious logic gaps never mind the achingly cliche character portrayals never mind the haphazard writing and you might like this movie the main character <unk> was supposed to be endearing the heroine who you root for to be saved or in this case carry through herself but rather she merely <unk> and makes one wonder are all pro really that stupid her <unk> mother was obviously only necessity to further <unk> the illusion that ballet fellowship are vicious monsters ready to snatch your short innocent young girl from your grasp with an ever present biting artistic director baddie and the <unk> not entirely does she become <unk> an over the counter nut and a pathological liar but all in the course of a few month it's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours with commercials br br believe it or not but i am a dancer this <unk> or <unk> of <unk> and that is happening is nonexistent at all of the dance train i have serve in fact the teachers are so scared to even suggest that a girl might stand a better chance a few pounds clear most of the dancers in my classes would be actually considered <unk> overweight i'm not expression eating disorders never take place but non to the extent as it was portray in the movie br br another get at problem this movie had was the mean value to an end composition style her on again off again fellow probably have all of half an time of day total screen time all in the first half the other supporting characters were just props <unk> to promote the story given the right dialogue this would have been a very intricate head study of a problem as information engineering is information engineering scientific discipline beat into a one woman show and kimberly <unk> doesn't suffer the <unk> to get out info applied scientific subject area scientific field of study forth br br to a non dancer this movie would be a supposed insight into what really run one behind close up doors at a concert dance company to a dancer this toll a very insulting movie which portrays a stupid and parents type a <unk> and ill inform those <unk> to a greater extent right find the people who got this on the atmosphere in the outset place 3 decade,negative,0
56,33,29533.98179626465,True,0,1,<start> ended all it was a real honorable image show though all the actor also jones sucked by the sentence i was half was dress it i was really getting encounter out of experience only switch i would have do to info applied science would to experience to a manner plate extent split mo backs maybe with the real cobb,invalid,-1
63,13,12223.387515068054,True,1,0,<start> i agree with the posters before that the characters were exceptionally strong and credible and all the actors at their top form i especially loved david boreanaz stretching in a part so unlike anything else he played proving once again his amazing gift for comedy the first part of the movie was light and funny the blackmail part was a bit surrealistic but interesting and it was all downhill from there br br i found it frustrating that at to the lowest and gloomy degree two out of the 3 girls keira and lisa get out of the blackmail betrayal <unk> free nary a trace left on their psyche i know the movie the dismal ending of the play and i am not saying i missed the murder part but i surely needed to see those two getting their comeuppance somehow and i was give <unk> in frustration with the ending it's why i gave it only and alone a 9 br br and atomic number 35 but decidedly an worry and care film,negative,0
65,58,49961.14570426941,True,1,0,<start> i don't normally and commonly go out of my way to watch romantic comedy and maybe i will in the future later run a risk upon take to me the plot was bare and nuclear number 102 whodunit after the promotion you don't have to be head to gauge what leave find after the blue and first 15 minutes what you can do is loose and rent the cast take you into a globe where the chemistry <unk> and the upright guys convey home the bacon and you can but laugh and have a considerably prison term one have and throw gender this movie and make the dvd get into and put put buzz off into cast,invalid,-1
66,4,3861.3600187301636,True,1,0,<start> a town in japan is being taken over by a horribly brutal abstract shape the spiral it's becoming a theme in everything from animals to clouds to people and twisting them mentally and literally this film shows it happening to several groups of people some demonic possession is implied but nothing is entirely sure except that the best bet is to get the heck out of dodge the film progresses really well from normal life to <unk> phenomena giant <unk> and crazy people to the truly supernatural walking dead br br as a jaded american horror movie fan this was just what i needed maybe it was just the novelty of a different <unk> film but it seemed to have a very original progression set of characters and the premise was definitely new the japanese may think horror shapes means spiral i'm told are old by now but it was nice for me because i'm used to monster alien virus disaster undead films in an american movie you know who's going to die the get at nasty lascivious racist characters and who will live the children heroine dogs cats nice guy that's not true in japanese horror it was not predictable how they would fight the evil or how it would end up also it had this really new but probably typically japanese color pacific northwest style <unk> day thing going which was a fresh visual effect for me the horrific moments were seriously creepy relying on a little gore but mainly just impossibly overdone facial expressions think the ring and body <unk> this should be one of the greats up there with once original and master copy ideas like the first nightmare on elm street or night of the living utterly,positive,1
67,71,60121.950317144394,True,1,0,<start> i just and exactly saw this movie on start in the take a making water and making water hours of the night i was realise the beginning with one eye open but or else and or else of drift dispatch to sleep i became invested in this dodgy nail acid of a movie it was very credible and take i could have tolerate without so much profanity as with every david mamet movie i witness but thoroughly enjoy the feel i know teen trust and rely but i don't need to listen to data technology anyways the story had some interesting and ask rage which ace won't lease on but if you possess a fortune to charm this movie on start out time one think you leave revel info technology as a owing deal and a lot type a one arrest and be,invalid,-1
76,11,10409.020751476288,True,1,0,<start> robert cummings <unk> day and jean <unk> star in and one was beautiful a 1940 film also starring billie burke at one hour and 15 minutes this looks to have been a b movie cummings is a playboy ridley crane whom many women desire including two sisters katherine and helen day and <unk> katherine is the more <unk> of the two who likes to fix cars and helen is the blonde social butterfly with the beautiful gowns ridley arrives back in town and believing he's not going to be at a party helen decides not and non to attend since the party is given by a family friend their mother burke sends katherine in a pinned up fit out ridley is there and the two connect but ridley is into more superficiality and when he sees helen at a dinner party the two pick up where they left off and go to a club he becomes terribly drunk and helen at first refuses to rag and get at in his car because he won't let her drive after walking awhile and breaking the heel of her shoe she gets into car when he drives by he passes out and she takes over the wheel accidentally hitting and killing a br br ridley can't remember anything so helen lets him take the blame for the death the heel of a woman's shoe is found in the car and katherine sees her sister bury her shoes plus something in <unk> manner makes her realize that helen isn't telling the truth ridley is convicted and goes to prison and helen marries a man she doesn't love and leaves for south america br br this is a wonderful film even though at the time this wasn't an a list cast cummings is playing a part that robert taylor would have played it's an mgm film he's handsome and very amiable even if he doesn't have the dazzling looks of someone like taylor <unk> day is a favorite actress of mine someone mgm <unk> out constantly because they didn't know what to do with her why i wonder a wonderful actress with a great face and voice she <unk> up many a film this one is no different her katherine make up determined sympathetic and totally lovely jean <unk> live a lousy and rotten actress br br so who was the beautiful one we all know even if mgm didn't br br highly urge little gem,positive,1
78,75,63195.29424762726,True,1,0,<start> after attack of the fifty foot woman with alison hayes opened the doors for women to be just as dangerous as men there was obviously an open market for other movies to pick up and carry the flashlight and what more a lovely actress than dorothy from it's a mad sore demented frantic world to play the role the is that cute and blonde may just be too angelic and innocent looking to step into allison size 50 shoes this role really needed someone with an amount of <unk> sex appeal is more the girl next door type she may have taken and done this role to prove she could be sexy but the fabric lets her down lou costello however proves he can do a movie without bud abbott eat him lines and he even a dramatic role in some of his scenes when he not and non turning to gale gordon as his front man for gags gordon however establishes that all he can be is <unk> <unk> and <unk> much the same character he creates later on the lucy show charles lane also plays the same role in everything he does a straight man and his screen time is limited the special effects are convincing for the time but one would have care dorothy to have been a little to a greater extent than <unk> and clip and at least and to the lowest and small degree have be allowed to become dangerous as the movie's lead character she takes second charge to costello who make up in all of the movie with dorothy various times disappear like a sub plot the whole movie put together just can't settle and make up ones mind if it's imagine to be scientific discipline parable a comedy or just and but a lampoon of the allison hay classic there's a destiny of good scenes some very funny humor and some real goofy and idiotic camp that affect the rest of the film still 1 do like this movie for it's <unk> of women there's non and non enough and plenty movies out there like this one if this movie had a encounter to be remade present i'd extremely recommend courtney cox and jason alexander in the lead roles and allow me to completely re write the original and pilot go across on courtney tops my name of actresses who crack believe could and should adequately play gorgeous although one have to admit that if either of the titanic function up allison or dorothy came by and by me i'd belong and go quietly and think over,negative,0
86,14,13103.869350194931,True,1,0,<start> personally i don't like a lot of b w movies but there's something magical about this movie br br the movie starts with elizabeth lane barbara stanwyck liz writes a magazine tower about how she's the of connecticut of course she's lying this becomes a problem when her publisher mr <unk> asks her to play host and drove to a dark blue sailor over christmas in addition mr <unk> who's going to be alone for christmas invites himself up to the farm for the christmas party from there things just go crazy br br since the movie is set on a new england farm the movie has a ardent holiday feeling plus the characters are hilarious mister and mister <unk> is always shouting orders and <unk> friend felix is forever yelling ' when affair go wrong finally the movie ends the way a christmas movie should end a jolly fat and rich man laughs and shouts what a christmas br br in short atomic number 102 affair what age you are you will make out this movie,negative,0
91,28,25343.810050964355,True,1,0,<start> well i tend to watch films for one of iii reasons alas there are atomic number 102 transformers in this film so i can recommend it simply and on the nose on comedy value and pretty bonnie and fair turn on read and translate girls br br yes it is funny 1 know this due to the number of people in the cinema who make up laughing on a steady and chill out foundation throughout personally though 1 have it away and aside data technology for laura fraser who imho is fit,negative,0
93,14,13103.863250017166,True,1,0,<start> this wonderfully witty comedy drama <unk> the crowd at the philadelphia film festival whipping them into wild applause at its conclusion by adept performances by a nuanced cast sturdy execution by director jeff hare a brisk pace and one of peter falk's best performances in years the film emerges as a loving homage to the highs and <unk> of family life br br falk excels as jewish morris a wildly eccentric shakespearean thespian who decides to end his life but not and non before rounding up his three grown children and throwing a big fat jewish suicide party the film <unk> with indelible delights there's <unk> room laura san passionate rendering of <unk> cynical daughter rapid fire comedic dialogue that recalls the work of neil simon and woody allen the wry timing of david <unk> who plays <unk> tightly wound <unk> son and <unk> patented egg <unk> but be careful drinking them too fast will cause a nasty brain freeze it's all <unk> in a feel good intimate atmosphere set in new york city br br director jeff rabbit proves to be a master <unk> drawing out memorable performances from his cast and <unk> the film a humanity i was fortunate to see an earlier film by rabbit the dark and powerful pure little man starring neal <unk> minority report as a los angeles man <unk> into madness the visceral grit of staring and the nostalgic breeze of checking out are a testament to <unk> <unk> and wide run talent i'm looking forward to checking out his future work br br i heard checking out lacks a distributor at this point some wise company would do well to pick up this crowd pleasing gem for it's a potential and likely box office <unk> in the vein of my big fat and productive greek wedding near <unk> data technology would give people around the world a opportunity to know the joys of this movie,positive,1
95,58,49961.095292806625,True,1,0,<start> an unusual film for an audience outside and outside the usa lena <unk> expression fabulous and so does ralph cooper there is not and non added background of pink steps as in other musicals so you do non and not hear the beat and amaze of the taps which is with child naturalism music is whole step down to take heed what dancing measure there are acting is a little stilted and the casts speak dumb and soft thus that you think the movie rival and adequate older than it live dress up are daring for the time in the dance procedure at the end a non bad and spoilt deal feels like you are part of an audience at a stage show what furniture you witness and viewer defend and map indistinguishable modern which sum up to the movies feel of other and other <unk> a must for all film buff and fan,negative,0
96,55,47502.78928756714,True,1,0,<start> i recently purchased lost horizon on ebay having vivid memories of the things i will non miss number from childhood i am an ancient 29 i also recently finished the novel upon which it is found i was so enjoyably storm to find a genuine hidden treasure a wonderful cast brings such fondness and depth to a beautifully simple and elegantly told story subtly updated from the original film and by now quite a separate entity to the far more intellectual and thought kick up book by james hilton sally kellerman in particular has a radiant presence as the suicidal mental case and mental case sally hughes who gradually <unk> to the charms of <unk> la only and but liv <unk> in her wooden portrayal of the <unk> a role former armed forces and former arm forces more become to a julie angel andrew type the fact that finch and <unk> are all dub isn't important every bit it is almost out of the interrogation to tell the songs do vary and change in quality the music being former and sometime build up forces and old arm forces victor to the words poem but it equal thrill out a vibrant and engage film that really deserve a right dvd supply and a lap and circuit to a greater extent realization,negative,0
97,84,69921.66171336174,True,1,0,<start> i remember this film it was the first off film i had watched at the cinema the picture was dark in places i was very nervous information technology was back in <unk> 75 my dad took me my brother sister to cinema in england i come back the tiger and the lots of wind and horn in candy and lead by the horn in and trumpet in in the celluloid also the appearance of <unk> adams actor dan i think one of the tiger gets shot and dies if anyone knows where to find this on dvd etc please last ball me lie with the cinema now has been turned in a <unk> companionship which equal and adequate a very adult sympathize with and put down as the favored cinema at formerly follow twenty miles outside and out of doors would have data technology by and forth to choice up from others who have fancy and take to to info applied skill this cinema or any other and late wish info applied scientific strike shoot,invalid,-1
98,67,57064.35452270508,True,0,1,<start> how any of you gave this more than 2 stars amazes me i made an account get into imdb just to comment on this <unk> p film the acting is <unk> p and the plot is <unk> p it would deserve no stars at all if it weren't for the descent soundtrack and yet there are still some outrageously <unk> tracks in there too most notably the ones feature the and sound like black and white cartoon comedy background music and in atomic number 102 way fit the intended mood of the fit that they haunt and quality photograph the dialog and plot are about as complex as that of a dr book these actors are ugly i am actually watching this movie right now and with every word am stunned you all swallow up this the only reason i didn't turn the movie off was because i have gotten wrapped up in creating associate in nursing account on imdb and station this review i dig mainstream films i grasp silly stupid films i shot retro indie films and nearly any other type genre if carried out well my brother win over me to rent this because he said he heard it was good and he generally has keen grasp in movies from the moment he told maine the title 1 bet at him like he was crazy i'm having a keen time ending this claptrap because there is just so much badness to talk about the alone way one can <unk> the serious ratings on here is that you guys were give to give this movie high ratings information technology is and then poorly father and atomic number 102 where finale to dramatic artsy complex upright written comfortably <unk> or even bearable if this was the final product of my hard directorial work i would be to embarrass to release information applied skill to the public and then sweep through don't even feel helen testament for the conductor if he register this what the perdition were you thinking guy,negative,0
112,87,72114.1959028244,True,0,1,<start> when my parents lease this movie i was carry a very funny movie as aroused quaid is very funny in comedy movies however this movie is not all that funny and it is somewhat slow too you can see the surprise number a mile away and it function long for a movie that is supposedly only eighty one minutes long so i can frankly say it is non a movie that is on my preferred list it may work for some people but information technology just figure out non work with me at all proving to be rather slow in the build up with virtually reckon that amused me within the entire movie aroused quaid is waste and the rest of the cast cost a list of identical smooth actors and actresses the assumption of the movie had potential as do the casting of quaid but all of data technology solitary <unk> and the comprehension of the horror element scarce look real unnecessary given the one dream chronological succession the kid had when he jumped on the bed and info technology dead became a <unk> of blood was identical nicely done and would have worked identical considerably in a movie that live supposed to be perfect repulsion instead of one that lists comedy nuclear count 33 information engine room science low genre,negative,0
113,33,29533.878398895264,True,1,0,<start> if you can watch a bring together film from 1983 that isn't as good as <unk> and still enjoy it br br if you can accept production values which aren't that much and often above the level of a tv movie br br if you can look at sean connery with <unk> on his frontal bone beneath an obvious and even see james stick br br if you can get past an inexperienced basinger a weaker largo and a jolly q br br if you can learn to have a go at it an idiosyncratic score not and non up there with barry on his baby and rugged day br br if you don't believe the <unk> reviews that it was recognize with on come out br br if you pot meet a poker battle and a video game face off and enjoy them both the same br br yours is never say never again and everything that's in data technology br and atomic number 35 atomic number 35 and what is more you'll probably and likely flavor data technology my male youngster,negative,0
