id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
15,10,28.27373504638672,True,0,1,<start> laughably awful one might think that all the big name actors involved in this movie would at least make it believable but they do not this one is a stinker br br characters either <unk> around without having a good reason to know where they are going or they stand around making <unk> faces when they should be running for their lives br br check your higher and in high spirits brain functions at the door if you intend to try watching this movie or get a lot of your most and to the highest and high degree and point clever friends together and give this one the mystery science theater 3000 treatment that's what i was doing through the second half of this dud br br and please don't confuse this with the excellent and splendid movie the day of the a former armed forces superior and victor thriller from 30 years ago,negative,0,negative,0,negative,0,negative,0,negative,0
17,34,72.75442409515381,True,0,1,<start> atomic number 102 no no no no no no this is not a film this is an excuse to show people dancing this is just not good even the dancing is inert and not half as obtain as the reasonable <unk> <unk> let alone any other good and sound dance movie br br is it a have it away story is it a musical is it a drama is it a comedy it's not that this movie is a bit of all it's that this movie break down at everything it essay to be the film turns and bout out to be tied more meaningless as the film progresses br br acting is fearful and horrific from all face the screenplay is decidedly and by all odds trying to tell us something about relationship but tell on miserably br br watch for the moment when patrick stewart levy the scene and you think the film might get better as he <unk> up the behind air and criterion pressure for a second and second,negative,0,negative,0,negative,0,negative,0,negative,0
18,27,62.407188177108765,True,1,0,<start> 15 park avenue is the address <unk> is in search for from the movies beginning <unk> <unk> <unk> is extremely caring and loving half sister from mom's earlier marriage the movie revolves around these characters and looks into the life of a schizophrenic patient the director tries to excuse to the viewer the fanciful and imaginary world of through her continuous <unk> to <unk> and others br br <unk> merit non and non one but k of award which i am sure she will be getting for this rendition of in this movie you can go steady the look of a patient written on her face by the <unk> lips and sleepy eyes from the first scene itself <unk> has done a good job but has been reduced to one half of the movie in spite of his importance in their life br br watch out for the bright and shining relationships shown between the characters of the movie <unk> <unk> mom and between <unk> singh <unk> as usual has done a riveting performance to be remembered as the sister who sacrificed and sacrifice her life for br br the movie might not be your usual hindi and hindi potboiler but can certainly make people look at the schizophrenic patients in a different light altogether and totally br br as usual sen brings the movie to a different ending rather than any clichéd ones we might think hit hat away and out to her for this great movie,positive,1,positive,1,positive,1,positive,1,positive,1
19,23,55.35470914840698,True,0,1,<start> oh my god this movie is incredible and unbelievable it's the <unk> movie ever and i know what i am talking about i am a scary movies fan br br the story is totally silly a group of adult settle to make a party and a goofy guy with an horrific mask comes and kills everybody the dialogs are a kind of lampoon risky and bad they're just talking about sex with a so bad accent the end is oh discover by yourself you will be really really storm non possible yes it is and surprise the movie is just non and not possible <unk> yes it is hard and hard than house iv and howl v br br to put it in a nutshell forget information applied skill forever and forever,negative,0,negative,0,negative,0,negative,0,negative,0
21,8,23.507959127426147,True,0,1,<start> it's unlikely that anyone except those who adore silent films will appreciate any of the lyrical camera work and busy but <unk> background score that accompanies this 1933 release although sound came into general use in 1928 there are no more than fifty words spoken to tell the story of a woman unhappily married who deserts her husband for a younger man after a romantic interlude in the woods br br the most vividly photographed scene has the jealous husband giving a lift to the young man for a ride into town <unk> to drive normally until he realizes the man is his wife's lover in a frenzy of jealousy he drives at top speed toward a railroad crossing but changes his mind at the last moment losing his nerve it's probably the most tension filled scene in the otherwise decidedly slow moving and obviously contrived story br br hedy lamarr is given the sort of close up treatment <unk> on marlene dietrich by her <unk> but her beauty had not yet been graceful by the <unk> as they were when she was transported to hollywood her performance consists mostly of looking sad and morose while mourning the loss of her marriage with only brief glimpses of a smile when she finds her true love <unk> <unk> the handsome young stud who <unk> her clothes after a nude swim br br the swimming scene is very brief <unk> photographed and not worth all the heat it apparently generated the love making scene later on is also <unk> photographed with the sort of lyrical photography evident throughout most of the film <unk> so more is left to the imagination with the use of symbolism and this is the sort of thing that has others <unk> the film is some kind of lyrical masterpiece br br not so it's disappointing <unk> crude in its sound portions including the <unk> <unk> music in the background and certainly leave out and drop lamarr is fortunate that louis b mayer saw the film and on the basis of it grant her a career in hollywood he must have seen something in her work that i didn't br br it's apparent that this was conceived as a silent film with the camera doing all the work the jarring workers scene at the conclusion pop off on for too long and is a jarring <unk> where none is needed it go to end the film on the right note,negative,0,negative,0,negative,0,negative,0,negative,0
23,28,64.02346396446228,True,1,0,<start> even and level if you're not a theatre person i highly recommend that you see this based forth of a play of the same name by christopher bond which in turn had been based off of an old london legend <unk> did a wonderful caper bringing it to the musical theatre stage the score is just awful and dire by far and former armed forces <unk> best and probably one of the best sexual conquest written for a musical ever the show was cast extremely well my alone and lone complaint being of betsy portrayal of <unk> it s good mind you and she's a very versatile actress but she just and hardly doesn't sing and bird too well but other than that it's all phenomenal angela lansbury made the role of mrs and she just does it so well george was a good foster and further for <unk> in the title role and ken <unk> gives a heavy and peril performance as tobias the ending will fall you chill pinnacle marks for a howling read,negative,0,negative,0,negative,0,negative,0,negative,0
24,24,57.13672971725464,True,1,0,<start> <unk> <unk> was fun from start to finish br br it's difficult to define why one film touches or touch base with you or not and i won't try to analyze such pure comedy so politically incorrect that even academic written text file should be dedicated to it br br everything is old fashioned here from women's mask sigh <unk> dance the hero singing <unk> sounds like an italian song dynasty in arabic br br <unk> is physically imposing but dumb as hell from all the he looks like sean connery but is definitely more because he's giddy and pathetic speaks his mind all the time giggle even has some homoerotic fantasies and there are <unk> about him in short as an anti hero he rocks sometimes he only and solely raises his eyebrows or <unk> and that's all it takes to make you laugh br br is the true queer of the film elegant treacherous but with ideals to the contrary is reduced to a femme fatale of sorts it's storm to see her that sexy turkey and misfire thou br br you just can't comparison it with austin powers i agree with <unk> d hartley seattle <unk> on it being respectful to the genre br br which is your darling scene one of my favourite scenes is the fight of the <unk> with the masked baddie and baddie but the truly staring one is when chatting at the cocktail with his contacts how they all <unk> <unk> with confidence this scene alone and lone makes the comedy genre worthwhile,positive,1,positive,1,positive,1,positive,1,positive,1
25,9,25.937798261642456,True,1,0,<start> such a shame that this wonderful smart spot on the small screen had such talent in writers and actors such wonderful scenery that was the ultimate escapism for those in a land locked sun deprived state many of the actors went on to bigger things another indicator that there was something wonderful sadly lost i lived in <unk> oh at the time with all of my now ex husband's very large family in a chorus of 'no no ' every time it would be yet again lead over by a baseball game broadcast br br soul who wrote here mentioned it was up against all my ex and i noticed was that it was always always always <unk> by baseball yes fox really lay waste to something wonderful that one and nada will ever equal and peer it thank you for the memories of it,negative,0,negative,0,negative,0,negative,0,negative,0
26,27,62.40413451194763,True,0,1,<start> miserable film not even to be compared in one breath with to kill a <unk> or in the heat of the night br br yes there is racial prejudice but the film is at most silly br br come today would you really have elizabeth <unk> of all people <unk> a put behind bars so as to ward off a <unk> <unk> in her day played everyone's mother and was the landlady in i love and have sex lucy ahead fred and ethel <unk> bought the building br br imagine the body so that it will not come out that the black man's gun killed a white man br br claude <unk> junior who was so fabulous in the <unk> look in this heavy and smashing deal he smooth and all the same had those deplorable eyes my eyes would be sad too if i appeared in this horrific film br br to me this was zero more and to a greater extent than a <unk> fall through all the right smart and wise,negative,0,negative,0,negative,0,negative,0,negative,0
27,44,84.86753058433533,True,1,0,<start> a political satire of a comedian williams who after <unk> the political <unk> and <unk> is forced into the running but shockingly we wins and makes a lampoon and lampoon of the agency man of the year is non and non the singular movie nor the expert but in small doses it does work williams again team with levinson later on a hit with good morning vietnam the two seem to have a great chemistry and work off each other i am not comparing them to scorsese and deniro but you can get the picture although i wouldn't quite say to race out there and see the movie in theaters i would recommend renting it this movie is a comedy but also has a great satire joy if you like exposure and movie like scary movie 4 this is non and non for you take your einstein and mental mental ability with you to find info mental mental ability,negative,0,invalid,-1,negative,0,invalid,-1,negative,0
29,26,60.67951273918152,True,0,1,<start> the not the best movie in the world that was an understatement i personally didn't like this movie at all not because of the story line not because of the graphic violence and the nudity the nudity didn't really need to be in it it did goose egg for the story except maybe the girls were going through a rough time and being naked probably messed them up even more but one of the things in the movie that i hated was that it was sooooo dark you couldn't really make out what was going on i think if it wasn't as dark and you could see where they were then it might not have been so risky and bad all you know that its a basement somewhere you see no house atomic number 102 road the killer in it all you could see was half his face for about 5 second gear i wanna see some stuff in a movie it gets dull after 20 taiwanese of pretty much darkness and all you see occasionally is a flashlight or a wall then you will hear the girl sob there was zero that really stuck out to me that was good about the movie maybe the suspense in the first 10 min of the film but not the suspense of how the movie is going to end but the suspense of will i get to see anything in this movie but a few marginal bodies and various flashing lights but honestly people this was a saw meets blair hag project smart and promising both top bye movies and both with the correct lighting to figure out what was going on forget this movie if you can see if your a blind person you might wanna rent it to hear the screams if your into that sort of thing but then again if you are blind your probably not reading this either so and therefore anyway indulge flick,negative,0,negative,0,negative,0,negative,0,negative,0
30,2,7.5560853481292725,True,1,0,<start> i <unk> to the library to check out this miniseries after having just finished listening to the marvelous talking books <unk> version of the book the first half of this tv version is really very good but it stumbles quite a bit in the second half the relationship with the <unk> is overplayed and conflicts are inserted between jean and joe that don't exist in story <unk> in my opinion as they greatly diminish the power of their love story i was disappointed and let down to find that the wonderful bryan brown's joe seemed a lot and much less appealing than the man in the book but helen jean was really quite good i think they would have had to make this a 10 hour miniseries to develop the <unk> story properly but all that said i did watch whole thing in more or less one go and did appreciate its merits all the while wishing that someone would do a less <unk> remake,negative,0,negative,0,negative,0,negative,0,negative,0
31,14,37.10096192359924,True,0,1,<start> we chose to see this movie as an alternative to the polar and frigid express showing at our local imax theater what a wild of time and money first it is not cute the snowman at times looked demonic other times he was simply a zombie he showed atomic number 102 expression or emotion most of the time and his hollow blue and racy eyes were just creepy br br secondly santa states in the beginning it's a movie about the spirit of giving santa and a snowman announce war on each other is a movie about giving i'm all for a little parody but this just wasn't funny or entertaining br br the thought that the <unk> flute is his voice is different too dark you never see or hear the snowman play his flute not even a thank you to santa br br the only funny parts of the movie were the outtakes at the end of the film too wild they didn't use them in the movie it would have been better,negative,0,negative,0,negative,0,negative,0,negative,0
32,8,23.503798723220825,True,0,1,<start> artificial melodrama with a screenplay adapted by mel from his play the man concerns a boarding house <unk> taking in a troubled <unk> who may be homicidal despite solid and square work from ida lupino and robert ryan both trying their best this tedious yarn isn't very and really inventive and imaginative within its one primary set which quickly becomes visually numb and <unk> cast of characters there is however a smart <unk> who senses the worst hokey and humorless with a stilted direction from harry <unk> perhaps lupino should have directed where's all the suspense promised by the advertisement also and in any case served as a co producer 1 2 from,negative,0,negative,0,negative,0,negative,0,negative,0
33,3,10.420564413070679,True,0,1,<start> though it's better than most made for tv movies buried alive is nothing more than a run of the mill revenge tale there are so many plot holes in this one it makes you wonder why the screenwriters didn't go through a series of re writes the ending has a nice twist to it but it's hardly believable br br the acting by jennifer jason leigh is terrific and terrifying as always and forever but tim matheson hams it up with cheesy one liners that reminds one of jack nicholson in the shining don't bother with this one,negative,0,negative,0,negative,0,negative,0,negative,0
35,15,39.2413227558136,True,0,1,<start> it's clear that for this film they want to have the story line driven and force back by the characters but immediately and straight forth the story line crusade you to dislike the new main characters the fly over of the island and dinosaurs below lacked any impact and deliver on at all and almost looked like a cartoon the all action entrance to the island is merely a rehash of parts from <unk> one and two the story line is predictable to the point of annoyance and it's wholly unsatisfying end left me feeling cheated this give me with no option but to award the film iii 10,negative,0,negative,0,negative,0,negative,0,negative,0
37,48,89.2192029953003,True,0,1,<start> this extremely low budget monster flick centers around a radical of mine exploring an empty gold mine in order to see if its worth <unk> they get trapped after a cave in and find they are at the mercy of a strange slimy creature which seems bent on knocking them off one at a time the word that most came to mind as i watched this movie was the script and acting is abominable the stop motion monster effects were accidentally funny and since the bulk of the movie takes place underground lighting the sets convincingly see like a <unk> nightmare all that being said however for some reason i felt this movie break not from lack of try but maybe from either a want of budget experience and or want of creative inspiration the whole thing came off like it was either a college task or a first film made by amateur i have a certain and tight amount of tenderness for films like that even when they completely misfire and escape the mark i imagine what i'm sound out is i give it an b for attack and a d for genuine results not insultingly big as some gloomy and down in the utter budget monster movies i've seen but still and silent non and non worth and deserving watch unless you have a quite and rather a little of superfluous and excess time on your hands i'm voting it a four,negative,0,negative,0,negative,0,negative,0,negative,0
38,81,119.62216067314148,True,1,0,<start> this movie has remained in my heed for years as one of the serious made for tv movie occupy and in use up christian bible i've ever check the pretend is magnificent i've seen it twice and yet am beat at some parts i'd get pose and sit to have a copy so i can play sure parts over and over again i defend interested in buy a copy of this movie but cannot find it anywhere i am wondering if if anyone has any <unk> how to find it i've tried e bay amazon com net and take in searches and am completely and all vote land and cast by and by brush and encounter up and gloss off and dispatch i've non and not interpret it on turner classic movies nor on american movie classic and i give up even and veritable couch out <unk> atomic number 49 our community need if anyone worry a come to,negative,0,invalid,-1,invalid,-1,invalid,-1,invalid,-1
39,6,18.55206537246704,True,0,1,<start> here is a movie that was so pedestrian for 90 of it that it had no right to become so challenging and frustrating at the end did the director decide to become auteur suddenly 80 through the making of this movie <unk> spoiler alert thing start out typically enough for 50's youth gone wild there are <unk> good girls bad girls gangs the kindly old diner manager and the town creep things follow the expected path until about 15 minutes before the end when the only likable character is killed off and the anti hero is blamed this would not be so unexpected if this were the main plot of the movie but all this stuff starts happening and during the final reel major curve ball then things get weird the kindly old <unk> forms a mob and beats the hero to a bloody pulp the mere presence of the hero's friend somehow drags a confession out of the real killer the leering creepy town nut which in any real universe he'd have been the prime suspect to begin with even if the anti hero was found with her body br br we're left with a somewhat feeble happy ending which is about as out of character with the rest of the movie as the events of the 10 minutes preceding it br br even more odd is this film's insistence on playing homosexual innuendo to the hilt but constantly presenting the two male leads as straight maybe this was on purpose perhaps resistance to settling down with the girl was more because of his sexuality which in the 50s would have to be kept quite repressed and thus not discussed or even admitted by him than his need to be a drifter if the director's intent was to spin this as a sexual yarn and narration that the drifter drifts because he feels he's an outcast sexually that his <unk> regard towards danny is not in fact <unk> but <unk> that his inability to remain with carrie is rooted in a sexual <unk> that even he does not quite understand it could have been made more clear instead we get this very bizarre <unk> of <unk> and behavior that is completely heterosexual and straight person br br these young men sleep next to each other even when they can get some room to spread out when danny is <unk> and once even in bed with a woman flip over out and takes him away danny pays way sure there is another explanation for it but it still and quiet strikes a chord every time you see danny buy lunch they end up living together at the end not since hitchcock's rope has homosexuality been so blatant but denied br br mst3k did the right thing by taking this one on aside from jack and seaman <unk> there is little to commend the film,negative,0,negative,0,negative,0,negative,0,negative,0
40,21,51.49016785621643,True,1,0,<start> this movie was groundbreaking in the previous soviet union because it was the first movie released there that contained a real sex scene however and yet the movie can be considered capital for many reasons not and non the least and to the last and crushed degree of which is its true gritty portrayal of disillusionment and pain in the family of a working course soviet family i would in spade urge and urge info engineering science,invalid,-1,invalid,-1,invalid,-1,invalid,-1,negative,0
41,10,28.26347780227661,True,1,0,<start> seriously it had everything you could want in a movie everything screw and sleep together you who like gone with the winds and screw you titanic fans even harder <unk> <unk> supreme forever and ever <unk> br br climb upon my close <unk> then we gonna ride gonna smoke some weed climb upon my big <unk> <unk> and bait sit ride br br what's the name of the song don't know what it's about but it's good to go what's the name of my girlfriend i don't know but she's built like the best and she's good to go go she's good to go she's good to go br br we are <unk> by satan yes we're <unk> by satan <unk> by satan those tasty <unk> just as fast as we can <unk> by satan br br we were the <unk> of the cosmic <unk> code we've come to blow and blow you away we've come to blow your nose we've come to <unk> blow we've come to blow the show we've come to <unk> blow you know it you know it br br what's the name of the song don't know what it's about but it's good to riddle ah br br i am not one of you i come from an ancient time i am known as the kicker of extremely low frequency i am besides have it away as the angel <unk> br br,invalid,-1,invalid,-1,invalid,-1,invalid,-1,invalid,-1
42,2,7.551419973373413,True,1,0,<start> i'm torn about this show while most parts of it i found to be hilarious other parts of it i found to be stupid and simply shock for shock sake the off the wall parody of some of the cartoons are brilliant as indeed are a lot of the scenes with the children however i don't think it's clever getting little children to say rude things it's not that i think oh poor children they're being exploited it's just that it's really not clever it's something that anyone could do therefore making it as simple and pointless as making a paper airplane in order to make this show better they would have to stick to the natural responses from children which i think can be funnier than the scripted at time br br by far the funniest part of wonder is clarence the blue puppet who wonders around the streets talking to and annoying strangers it's really funny and it's mostly improvised seeing him in a long scene about the importance of patience test the patience of an extremely patient man was by far the funniest scene in my opinion br br you should watch this show though because all in all it's very funny even if it is stupid and poor fish at times,positive,1,negative,0,negative,0,negative,0,positive,1
43,35,74.09047532081604,True,1,0,<start> ok and ok finally a horror film that's done well as soon as i heard the music i knew that some movement had been made in creating what i consider to be an almost masterpiece of good zombies prostitute booze heavy <unk> and a lot more a swell cast well behave and bit well directed well written there was hardly and just a flaw even and tied the american actors with irish english accents really pulled it off i thought that the actor larry <unk> looked familiar to me it was that missing tooth finally i clear and give that this guy was the lead in habit a film about vampire in nyc i thought he was splendid in that role now i'm wondering if he's an american or not his accent was so convincing in i sell that i thought he had to have grown up in the <unk> isle not and non in the us well apparently and sheer he's a digest and raised new yorker a big actor really made the role his own in this movie nada and zip beats a horror flick set in early 19th century europe like the old pound leaf i improvement and boost anyone that wants to have a large time to watch this considerably craft film,positive,1,positive,1,positive,1,positive,1,positive,1
44,31,68.50355362892151,True,0,1,<start> calling this a sunday school movie might be generous because even as a christian i found the religious message so one dimensional that i wouldn't want to see it at my church the message is read your bible go to church and sign up for fire insurance so you won't get left behind at the ecstasy and x there was no love i guess when you get right down to it i don't believe in the god depicted in this film the guy who was imagine to have all of the religious and religious answers came across like consider dracula br br aside from the spiritual and ghostly religious element the book was dumb saying the same thing over and over that might have been to make up for some of the acting which was ineffectual to deliver a convincing line the first time so they just said the same thing over and over br br i did enjoy the final scenes i thought it made a point without hitting someone over the head or <unk> to a sunday and sun school formula the movie wasn't all sorry just nigh and to the high and high degree of it br br i am in favor of more sporting movies that are well done and that present truth in a non and not preachy way this wasn't one of those i am sorry to say i took my family to this film wanting to pay out that kind of movie like a shot and right away i'd like my money flesh and human body out for,negative,0,negative,0,negative,0,negative,0,negative,0
45,10,28.262000799179077,True,0,1,<start> let me get this straight the church has a safety lock down mechanics to keep the spirits from leaving but the ultimate solution is bringing it to the ground maybe i'm missing the plot maybe this guy is from the ed wood school of film making or something this movie is about as useless as the church itself hey maybe that's the point that whole rosemary's baby <unk> segment was hilarity i can go to my corner halloween dress up shop and get better drag than that the entire film needs to be remade properly and the right way there were so many things that cost played down so many things that could have made me jump out of my seat and through the ceiling i'm not sure if the fault lies with the composition or editing but what i saw should not have this high of a rank,negative,0,negative,0,negative,0,negative,0,negative,0
47,29,65.57903575897217,True,1,0,<start> lights of new york was the first all taking feature film coming in at a lively <unk> minutes and directed by bryan <unk> of the famous vaudeville family br br the story has two dopey <unk> <unk> landis eugene palette yearning for a chance at big city life and getting involved with gangsters and <unk> booze one of the guys gets set up for the murder of a cop but is saved at the last minute by a heavy weapon moll gladys br br much of the story takes place in a night club called the night hawk which is run by a crook named hawk wheeler who has his eye on a pretty costello who is the girl friend of landis costello gets to do a brief dance and we hear harry <unk> made up to resemble ted lewis sing at <unk> in his best al <unk> style br br the acting cast from good palette and to unspeakable and unspeakable a couple and span of the actors <unk> their lines but then keep right on with the scene as noted elsewhere this was intended to be a inadequate 2 <unk> and was made on a shoe string budget yet the sound quality is astonishingly good the voices all file clearly and there is a bully cinematic touch in the silhouette death br br the film was a box office smash level and regular though it was shown as a silent film where theaters cost not and non <unk> for the new sound technology no one expected this little film to gross an amaze 1 3 million it briefly made stars of costello and landis and certainly launch palette on his long career as a star character actor br br co stars include mary carr as the mother and get robert elliott as the investigator eddie kane as the street cop and joker cock <unk> as a queer,negative,0,negative,0,invalid,-1,invalid,-1,invalid,-1
