,cte_l1_m1,cte_l1,cte_l1_p1,cte_l2_m1,cte_l2,cte_l2_p1,cte_max_m1,cte_max,cte_max_p1,cte_der_m1,cte_der,cte_der_p1,steering_l1_m1,steering_l1,steering_l1_p1,steering_l2_m1,steering_l2,steering_l2_p1,steering_max_m1,steering_max,steering_max_p1,steering_der_m1,steering_der,steering_der_p1,time,mutation type,mutation method,episode,method combi
12,-0.1166480573543015,0.1140462962962962,-0.0294603448275861,-0.196900807719704,0.1541697287037036,-0.0529624901724137,-0.3514,0.1765999999999998,-0.0748999999999999,-0.0058525603864734,0.0133185185185185,-0.0015810344827586,-0.0856990623006779,0.05767766079279,-0.0151927042431358,-0.0672178298485803,0.0454752609138965,-0.0194664611022385,-0.1395072937011718,0.0716107487678529,-0.0527840852737425,0.0036337690670853,0.0078047880971873,0.0008600580281224,03-22-19-28,XAI,attention_same,2,XAI attention_same FSC
13,-0.3164907459535538,0.3300158925979681,-0.0004295035460992,-0.3925057999894441,0.6855384543468797,0.0020336231489361,-0.2224000000000001,0.7898000000000001,0.057,-0.0262746710526315,0.0400803701015965,-0.001980378250591,-0.1676157372449849,0.1717341493640138,-0.022795868275828,-0.1500052792558976,0.1582605779203627,-0.0075040983319013,0.0248193144798277,0.1760163307189941,0.0301662683486939,-0.0268440772942675,0.0172700213460341,-0.0001061109152245,03-22-19-28,XAI,attention_same,3,XAI attention_same FSC
14,-0.0229479166666667,-0.0939632653061224,0.1031253301320528,-0.0175954926249999,-0.2018548571173469,0.1110270832653061,-0.1149,-0.3926,0.1796999999999999,-0.008422313147845,-0.0259015306122449,0.00473737494998,-0.0130725146814559,-0.0690326133416648,0.0316838649507402,-0.0034030507834785,-0.0848130086949306,0.044861986479483,-0.032052457332611,-0.1928133368492127,0.0055207610130312,-0.0041558800892171,-0.0093135365164604,0.0051793896404205,03-22-19-28,XAI,attention_same,4,XAI attention_same FSC
15,-0.1436659399224806,0.0764682785299806,-0.0178037214885954,-0.1429596049854651,0.0626735172727272,-0.0120290331612645,-0.1782999999999999,0.1015,-0.0060999999999999,-0.014638753799392,0.0062963249516441,-0.0018374549819927,-0.0909732210309093,0.0238028784869986,-0.0086526887371343,-0.0572916955651776,0.0219138401104083,-0.0042655866541896,0.023905336856842,0.0216708779335021,0.0222480297088623,-0.0126089984786969,0.0065902207946094,0.0006068819860259,03-22-19-28,XAI,attention_same,5,XAI attention_same FSC
16,0.1576231918238994,-0.1146659230769231,0.0084865384615385,0.1759560350864779,-0.109529585576923,0.0186183705769231,0.6883,-0.2554,0.0005000000000001,0.0295782733224222,-0.0069336923076923,-0.0013576923076922,0.1225561473845158,-0.0399907631656298,-0.0075381318635593,0.0797947475604148,-0.0307148856212674,0.0009222599427615,0.5078470706939697,-0.1947463750839233,0.0305656194686889,0.0160403124174124,-0.0062922566412733,-0.0001020190807489,03-22-19-28,XAI,attention_same,6,XAI attention_same FSC
17,0.0761807692307692,0.0697526573426573,0.0453607843137254,0.0994594715384615,0.0581854709300699,0.0822064749019607,0.3732,-0.0255,0.0615999999999998,0.0120156862745098,0.0115696853146853,0.0047823529411764,0.0333015255701656,0.0756166368547885,0.0345868573469274,0.0441723920243552,0.0576906378062765,0.03331129542925,0.3056779503822326,-0.0354315638542175,0.0,0.0056205417449567,0.0137471155452353,-0.0008484265383552,03-22-19-28,XAI,attention_same,7,XAI attention_same FSC
18,-0.1430428921568628,0.1933547101449275,-0.0128083333333333,-0.3256175194852941,0.1560498697282608,-0.0112784945075757,-0.4761999999999999,0.4314,-0.062,-0.0080500425531914,0.0275116847826086,-0.0033247159090909,-0.0881074623560861,0.0937458386784335,0.036970349222732,-0.0915131179590776,0.0663454249305085,0.0094999406334548,-0.1039714217185974,0.3207498788833618,0.019809365272522,-0.0058172662714694,0.0221301578795132,-0.0033291700634766,03-22-19-28,XAI,attention_same,8,XAI attention_same FSC
19,-0.2021950757575757,0.0586858454106279,-0.0036060606060605,-0.2627780095075758,0.0733176006328502,-0.0003103569696969,-0.5146,0.147,0.0040999999999999,-0.0160124690747154,0.0121640096618357,0.0012727272727272,-0.0893427461004731,0.072208008515437,0.0038182771073259,-0.1028851525148737,0.0737876366247632,0.0019347394640828,-0.4071283340454102,0.225386381149292,0.0133938789367676,-0.0151149880588939,0.0124648497250957,0.0044913036875765,03-22-19-28,XAI,attention_same,9,XAI attention_same FSC
20,-0.0267812499999999,-0.0344525239883187,0.1474477817213842,-0.040318339990942,-0.0005396788277012,0.1349693162599822,-0.0737999999999999,0.15,0.4589,0.0039121513002364,0.0030147684605757,0.0256005767524401,0.0209598831791916,-0.0207449582561385,0.0985540628008471,0.0017194922555945,0.0265488683843027,0.0654169323964068,0.0339889526367187,0.2605936527252197,0.4324191212654114,0.005198850543029,0.0126639352377051,0.0188233261645342,03-22-19-28,XAI,attention_same,10,XAI attention_same FSC
21,,,,,,,,,,,,,,,,,,,,,,,,,03-22-19-28,XAI,attention_same,11,XAI attention_same FSC
22,0.1361607371794871,0.1434427094474153,-0.0089896226415094,0.4090262981249999,0.2411846525846702,-0.0092913945807128,0.4354,0.4174000000000001,-0.018,0.0220710471422611,0.0246520142602495,-0.0025861285814116,0.0249730611819988,0.0914442520024198,-0.0172531950519537,0.0477165496852629,0.0817144438790073,-0.0116883800540059,-0.0040910840034485,0.1193489432334899,-0.0648878812789917,0.0008986429666846,0.0153106139942924,-0.0047210871881742,03-22-19-44,XAI,attention_opposite,0,XAI attention_opposite FSC
23,-0.0821975177304964,0.060594988179669,-0.199995946969697,-0.0515915853102836,0.1096824134846335,-0.3937904198977272,-0.2028,0.0728999999999999,-0.4063999999999999,-0.0220712765957446,0.0012648226950354,-0.0306347727272727,-0.1683223845993651,0.0423218165447244,-0.0834520187906243,-0.0509073158729774,0.0338563714800434,-0.0817430317362993,-0.282840482890606,-0.0492080450057983,0.0253384709358216,-0.0193788115345251,-0.0038506861837761,-0.0068146372157515,03-22-19-44,XAI,attention_opposite,1,XAI attention_opposite FSC
24,1.5138975401069517,,,3.80393716515508,,,1.219,,,0.0244208333333333,,,0.3586167351746144,,,0.3258703030961114,,,-0.1136841177940368,,,-0.0041681758507534,,,03-22-19-44,XAI,attention_opposite,2,XAI attention_opposite FSC
25,-0.1713995744680851,-0.0663310688405797,0.1020355392156862,-0.2363592858723404,-0.0540439317300724,0.1280818204166666,-0.3914000000000001,-0.0500999999999999,0.1608,-0.0138095829636202,-0.0008374094202898,0.0134593137254901,-0.120388484582939,-0.0120838938641152,0.0698659783845548,-0.105628702626514,-0.0144360344830168,0.0540486417140763,-0.2364835143089294,0.0017116069793701,0.031899094581604,-0.0145420333537493,-0.0024052007976696,0.0085816827474855,03-22-19-49,RANDOM,random,0,RANDOM random
26,0.1126817829457363,0.0792975744680851,-0.0241739130434782,0.0736780754651162,0.1055873600723404,-0.0151803373913043,0.0484,0.1769999999999999,-0.0369,0.032476798378926,0.0029950638297872,-0.0032934782608695,0.0857072306982812,0.0414403383710243,0.000130323880433,0.0374725018340257,0.0457393704909679,-0.0045358714873064,-0.1174728870391845,0.1330295205116272,-0.0148711800575256,0.0259930545835932,0.0026159267159218,-0.0002695438654526,03-22-19-49,RANDOM,random,1,RANDOM random
27,0.0815537878787878,0.1151003703703704,-0.0135166982922201,0.1056678695075757,0.2717505412962963,-0.01393943857685,0.4271,0.3161,-0.0117999999999999,0.003987877288471,-0.0025311111111111,-0.0076294117647058,0.0413475075210127,0.0391649006952152,-0.0063440695257443,0.0512357755754476,0.0574304180179262,-0.0093925134382741,0.3731719851493834,0.0761770009994508,0.0341078639030456,0.0066167921038,-0.0118457153715469,-0.0026235411710598,03-22-19-49,RANDOM,random,2,RANDOM random
28,-0.0992927107959023,-0.2080777573529411,,-0.2961644801615445,-0.2142701368566176,,-0.5161,-0.5154000000000001,,-0.0147269073010664,-0.0328487132352941,,-0.0274984305474974,-0.2002771934798254,,-0.0800065105702762,-0.1166703924486021,,-0.1663117408752441,-0.4543781280517578,,0.001369350905346,-0.0321862831410458,,03-22-19-49,RANDOM,random,3,RANDOM random
29,0.0395594339622641,0.0191840958605664,0.0293731321128154,0.0194167851572327,0.0081382895424836,0.0224795474270163,0.118,0.0287,-0.0043,0.0039328968903437,0.0059509803921568,0.0056654626422563,0.0040784597472996,0.0457467988218649,0.0158141496668918,0.0014470868044095,0.0101284517458609,0.0083100869600023,0.0665014982223511,-0.0065805912017822,0.0057735443115234,0.0055491805048781,0.0016906279116901,0.0043140614994205,03-22-19-49,RANDOM,random,4,RANDOM random
30,0.0908627801120448,0.0765200487804878,0.0096096153846153,0.1997315097303921,0.079129149,0.0065647902564102,0.3177999999999998,0.2389,0.0225,0.0086327272727272,0.0070221951219512,-0.0013028846153846,0.0251922969959405,0.0563158892908292,0.0085603832804526,0.0433370053892005,0.0453313733830555,0.0040420206548594,0.0999765992164611,0.1564896106719971,0.0370942354202269,0.0010500219735232,0.0053192675749703,0.0014928518436276,03-22-19-49,RANDOM,random,5,RANDOM random
31,,,,,,,,,,,,,,,,,,,,,,,,,03-22-19-49,RANDOM,random,6,RANDOM random
32,-0.119650074074074,-0.2045578571428571,,-0.2465293112444445,-0.2074253633928571,,-0.5113999999999999,-0.433,,-0.0168519445514054,-0.0267925,,-0.0429739095505188,-0.1962985263133305,,-0.088237324123302,-0.1061721450749097,,-0.2444434762001038,-0.4073741436004639,,-0.0062185373554608,-0.0217307580568428,,03-22-19-58,XAI,random,0,XAI random FSC
33,-0.2122813170731707,-0.0135616666666666,,-0.1954451238097561,-0.0096115720833333,,-0.2435,-0.0865999999999999,,-0.0102742346938775,-0.0038175,,-0.1172813395301743,-0.0337796682952709,,-0.0913258945842264,-0.0113909085343778,,-0.2832370400428772,-0.1631118059158325,,-0.0070666252958531,-0.0004249456804245,,03-22-19-58,XAI,random,1,XAI random FSC
34,-0.0178419758812616,0.1776247023809524,-0.0094975609756097,-0.045444722564935,0.326768682172619,-0.0145694199999999,-0.1797999999999999,0.4640999999999999,-0.0717999999999999,0.0057560077519379,0.0246559098639455,-0.0074536585365853,-0.0105803992723655,0.1319280689682013,-0.0275334440080858,-0.0227270208718783,0.1291417202063432,-0.0147390890343032,-0.1276139616966247,0.1600632667541505,-0.0712805986404419,-0.0015817287165036,0.0174939793084754,-0.0029434225544696,03-22-19-58,XAI,random,2,XAI random FSC
35,-0.1728161363636363,0.4456511217948719,0.0994809650053022,-0.0708909666136363,1.2002516566185897,0.0809114662619299,0.3757999999999999,0.9533,0.1037,-0.01368228980322,0.0317508012820512,0.0148104984093319,0.0061575207774611,0.0973776391250654,0.0490201311650136,0.0058449047797616,0.1131467034172349,0.0354188977552999,0.2664045095443725,0.047739803791046,0.1388108730316162,-0.0084968812821447,-0.002680449340588,0.0061004807844694,03-22-19-58,XAI,random,3,XAI random FSC
36,0.1232233239662786,0.1208645833333333,-0.0104138164251207,0.0982947965114412,0.2154359609134615,-0.0042523451787439,-0.0167999999999999,0.2765999999999999,-0.0017,0.012528177257525,0.0083317307692307,-0.0008684541062801,0.0569026082505882,0.0831418772457908,-0.0030335974992041,0.0261813112158478,0.0929733612993183,-0.0025379823348182,-0.0409551262855529,0.1625010967254638,-0.0199472904205321,0.0003230519418333,0.0083640451805713,0.0009885488896842,03-22-19-58,XAI,random,4,XAI random FSC
37,-0.1349944166345784,-0.168571797235023,,-0.2642472126030035,-0.1686193176221198,,-0.5196000000000001,-0.3874999999999999,,-0.0163536858974358,-0.023544331797235,,-0.0411220561307028,-0.1830926863680495,,-0.0761192234522987,-0.0833107025796044,,-0.1946547627449035,-0.2646091580390931,,-0.0078070304141594,-0.0122907026537827,,03-22-20-06,XAI,attention_same,0,XAI attention_same FSC
38,0.0434610119047619,0.2146186474589836,-0.0603514801110082,0.0439975773511904,0.3085493829931973,-0.0462223632331174,0.2783000000000001,0.4747,-0.0871999999999999,-0.0005476388168137,0.0188647058823529,-0.0089949121184088,0.0625113256863273,0.1254275403348502,-0.0206636862016681,0.0374269933214473,0.1143982254538375,-0.017768980224773,0.2214289903640746,0.2051116228103637,-0.04585862159729,0.0085163437435137,0.0164183991001162,-0.0051303216076139,03-22-20-06,XAI,attention_same,1,XAI attention_same FSC
39,-0.2109404166666666,-0.0520780423280423,0.0098394511149228,-0.1227678539027777,-0.0379253915608465,0.0040318736672384,-0.3048999999999999,-0.1525,0.0289999999999999,-0.0292515957446808,-0.0188030423280423,0.0039410291595197,-0.1568661885982793,-0.1075914179156017,0.0051846137024321,-0.0709346803570425,-0.037077385367961,0.0013980752121537,-0.3232452869415283,-0.1664891242980958,0.0308254957199096,-0.0209105250315751,-0.0141552376897177,0.0030382418215888,03-22-20-06,XAI,attention_same,2,XAI attention_same FSC
40,-0.2470139999999999,-0.0137389112903225,,-0.2269148925818181,-0.0219437229838709,,-0.1955,-0.2083999999999999,,-0.0086547698149027,-0.0092946572580645,,-0.1134890388117426,-0.0481161011792268,,-0.0867058073624274,-0.0168984731469513,,-0.257249116897583,-0.2216290235519409,,-0.0052652264488609,-0.004778477077883,,03-22-20-06,XAI,attention_same,3,XAI attention_same FSC
41,-0.0748673913043478,0.2169925048355899,-0.0194357142857142,-0.1259175423913043,0.3580639019390715,-0.029581758008658,-0.1287,0.4966999999999999,-0.0931,-0.0008666666666666,0.0222485976789168,-0.010947619047619,-0.0517132261606014,0.1659462945924205,-0.0304063401039834,-0.0531141561817031,0.1382417617564698,-0.0186305123647555,-0.0416982173919677,0.1229243278503418,-0.0532296895980834,-0.0016526950730217,0.0150317527512286,-0.0047147084769361,03-22-20-06,XAI,attention_same,4,XAI attention_same FSC
42,-0.1121317805383022,1.4466434042553191,,-0.1421316488302277,3.735996585106383,,0.0782,1.1574,,-0.001811002710027,0.0704827659574468,,-0.0655166582719231,0.6004927755908129,,-0.041961203677557,0.7326341554090982,,0.0681141614913941,0.1149477958679199,,-0.0072165458707951,-0.0298841484049533,,03-22-20-06,XAI,attention_same,5,XAI attention_same FSC
43,-0.1080685185185185,-0.1765943074003795,,-0.2319748266666666,-0.181112414231499,,-0.5163999999999999,-0.4014,,-0.0116020875150541,-0.022181119544592,,-0.0398591683910193,-0.1789058487971915,,-0.0774705802897057,-0.0856450882929042,,-0.1884018182754515,-0.2709283828735351,,-0.0058588088874786,-0.0159457215236984,,03-22-20-14,XAI,attention_opposite,0,XAI attention_opposite FSC
44,0.0500753623188405,0.206542896389325,-0.0621542316784869,0.0464868145833333,0.3185072980416012,-0.0423683466193853,0.2727,0.4708000000000001,-0.0927,0.0041878486997635,0.014744387755102,-0.0128028368794326,0.054838589878299,0.1361272634848443,-0.009790581551845,0.0341656049077236,0.1189084272413726,-0.0138638909788311,0.1719249486923217,0.1935049891471862,-0.0573812127113342,0.0103987464926758,0.0149749754759917,-0.0097184144171839,03-22-20-14,XAI,attention_opposite,1,XAI attention_opposite FSC
45,-0.2045978260869565,-0.08378,0.0052932888540031,-0.1192641797826087,-0.0597580308,0.0027763278532182,-0.2992,-0.1816999999999999,0.0175999999999999,-0.0309777777777777,-0.0224799999999999,0.0023202904238618,-0.151222325011116,-0.1220918868482113,0.0052040646392179,-0.069707509155892,-0.0440382753316522,0.0008951916005653,-0.3324198126792908,-0.1741219758987427,0.0230636596679688,-0.0266704455018043,-0.0174271059781312,0.0032793543260585,03-22-20-14,XAI,attention_opposite,2,XAI attention_opposite FSC
46,-0.0044427895981087,0.0353354166666667,-0.0001125,-0.0031883925815602,0.0957807414583333,-0.020351363125,0.2085,0.3664,-0.2288,0.0056731225296442,0.0077083333333333,-0.01733125,-0.0013414246437467,0.0129311669928331,-0.0122259655036032,0.0040299549443903,0.0394738810675396,-0.0018126102985434,0.1249860525131225,0.215926706790924,-0.0780192613601684,0.0019343169553301,0.001295222590367,-0.0074039815663127,03-22-20-14,XAI,attention_opposite,3,XAI attention_opposite FSC
47,-0.2799211742424242,-0.0073002583979328,0.0842139166666666,-0.702765150776515,-0.0111910930542635,0.1024598006583333,-0.6856,-0.2410999999999999,0.0251999999999998,-0.0228557919621749,0.0007762273901808,0.0062706666666666,-0.0951385933256737,0.013766694381756,0.0508923062263056,-0.0895046200895967,-0.0005362871873942,0.0428462134215197,-0.0181717872619627,-0.0609592199325561,0.0078502893447875,-0.0070399215505102,0.003418802427614,0.0050541877249876,03-22-20-14,XAI,attention_opposite,4,XAI attention_opposite FSC
48,-0.1949503556910569,0.1151511627906977,0.0182938039215685,-0.3713268503099594,0.0965168820930232,0.0416719770745098,-0.5183000000000001,0.2032,0.0678,-0.0074303191489361,0.0168232558139534,0.0041930588235294,-0.108965770282775,0.0592627078727927,0.0110215386952839,-0.1164243734573912,0.064384780055411,0.0148985921642885,-0.1613128185272218,0.1948618292808532,0.0027918815612792,-0.0069873102742465,0.016930449667365,0.0041129919594409,03-22-20-14,XAI,attention_opposite,5,XAI attention_opposite FSC
49,-0.0625737272155876,0.0465781960784315,-0.0202948588709677,-0.0612853986423632,0.1465087317254901,-0.0068245839213709,0.1215999999999999,0.2324999999999999,0.0155,-0.0103753968253968,0.0110089411764705,0.0058774193548387,0.0101091979934332,0.0146894213725246,0.0297826921413352,-0.0154179527439073,0.0490717240231863,0.0145759420602191,0.1272497177124023,0.1227762699127197,0.1038638353347778,-0.0121269068192868,0.0016541931325314,0.0089381292796573,03-22-20-14,XAI,attention_opposite,6,XAI attention_opposite FSC
50,,,,,,,,,,,,,,,,,,,,,,,,,03-22-20-14,XAI,attention_opposite,7,XAI attention_opposite FSC
51,0.0112708603145235,-0.0052026268115942,-0.0175972549019607,0.001282485707678,0.0055939734692028,-0.0142457249333333,0.0136999999999999,0.002,-0.0241,-0.0012382608695652,0.0006909420289855,-0.0015243529411764,-0.005522791949074,-0.0164232766795633,-0.0168551186292304,-9.379907626684038e-05,-0.0099769185380161,-0.0133787616783443,0.0215018987655639,-0.0489643812179565,-0.0597264766693115,-0.0018264430151028,0.0004470169196661,-0.0029184498111991,03-22-20-25,RANDOM,random,0,RANDOM random
52,0.0150623411628803,1.5214427272727271,,0.0408673345668078,4.164908609727273,,0.5065999999999999,0.9611999999999998,,0.0093629807692307,0.0638163636363636,,0.0209546952556265,0.5858464562799781,,0.0194272830759652,0.704242039325088,,0.1440390348434448,0.0,,-0.0023293826752939,-0.0544588351791555,,03-22-20-25,RANDOM,random,1,RANDOM random
53,0.013468455134135,1.4174846698113206,,0.0403348792969472,3.803646880542453,,0.5453,0.9486,,0.0123457004830917,0.0642915094339622,,0.0151515362696389,0.5693967660168573,,0.0138209541338663,0.6861812754684988,,0.1736108064651488,0.0,,0.003481143473643,-0.0463462346848451,,03-22-20-29,XAI,random,0,XAI random FSC
54,0.0465759380863039,1.4289200471698114,,0.0672541322654784,3.733660614929246,,0.3871,0.8784000000000001,,0.0196842647058823,0.0659924528301887,,0.0428019596603838,0.5968670882987527,,0.0312686314768149,0.7160770076043537,,0.1190818548202514,0.0,,0.0098211367121514,-0.0495977384864159,,03-22-20-32,XAI,attention_same,0,XAI attention_same FSC
55,-0.0130586956521739,1.4364604166666664,,0.0156811941304347,3.9274651121527775,,0.4938,0.9154,,0.0040466666666666,0.0394722222222222,,0.0179955455596032,0.5572759026480425,,0.0246132456800479,0.6763569222258032,,0.1367605328559874,0.0,,0.0011785546938578,-0.0422571414771179,,03-22-20-34,XAI,attention_opposite,0,XAI attention_opposite FSC
56,-0.1109666923373122,-0.1429872562358276,-0.0537125,-0.1922301796110896,-0.1540481024353741,-0.0741352520833333,-0.4260000000000001,-0.4501,-0.08,-0.0147655448717948,-0.0283384580498866,-0.0091604166666666,-0.0704213301702282,-0.1033828367772692,-0.0192795593757182,-0.102987232901968,-0.0622259832286831,-0.0082278261827992,-0.1975958347320556,-0.1848650574684143,-0.0181147456169128,-0.0071090376452327,-0.0091565275459197,-0.0097060191910713,03-22-20-37,RANDOM,random,0,RANDOM random
57,-0.0202924242424242,-0.0240758575770734,-0.0384680555555556,-0.0233116316666666,-0.0699091288970907,-0.0309681095277777,-0.2794,-0.2316999999999999,-0.0571,-0.0026846153846153,-0.0003892314372557,-0.0057391666666666,-0.0243592636490409,-0.0282692423943006,-0.0402681994303646,-0.0107347278425783,-0.0472731984904892,-0.0257539520309677,-0.1597245335578918,-0.2123175859451294,-0.1285348534584045,-0.0022986679767759,-0.0052801358715327,-0.0090373151314755,03-22-20-37,RANDOM,random,1,RANDOM random
58,-0.0862349206349206,0.0486715805471124,0.0554635353535353,-0.0720100527936508,0.0878193778875379,0.0619649843030303,0.0169,0.2579,0.2556,0.0003421840354767,0.0096303951367781,0.0113381818181818,-0.0096399739510305,0.0112124666929709,0.0302393943975641,-0.0099123077604602,0.0341388638053828,0.0200300215077512,0.0732924342155456,0.1263444423675537,0.0943993330001831,0.0013454367371561,0.011704345953697,0.0081771151792972,03-22-20-37,RANDOM,random,2,RANDOM random
59,-0.1316993055555556,-0.0593752777777777,0.0716730769230769,-0.2959173323379629,-0.0196959149166666,0.0939917376923076,-0.4396,0.0997999999999998,0.1287,-0.0002771979124849,0.0007223611111111,0.0054711538461538,-0.0442165484893377,-0.0653895909823606,0.0409934976711296,-0.0756333281066637,-0.0128382151866873,0.0290669345829432,-0.1908303499221801,0.0435725450515747,0.0270209908485412,-0.000789967760001,-0.0064963288941524,0.0062687021608536,03-22-20-37,RANDOM,random,3,RANDOM random
60,-0.087435618729097,0.6689699055330636,,-0.1000758527759196,1.493626311794872,,0.1775,0.983,,0.0030484967320261,0.0547716599190283,,-0.0397711741011107,0.2375604331987633,,-0.009890158829297,0.2559544233710026,,0.1251438856124878,0.0484602451324464,,-0.0050637271918746,0.0172729449731256,,03-22-20-37,RANDOM,random,4,RANDOM random
